,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,SMA_10,SMA_50,EMA_10,EMA_50,RSI_14,BBANDS_upper,BBANDS_middle,BBANDS_lower,MACD,Signal,Histogram,ADX_14,ATR_14,CCI_14,OBV,WILLR_14,ROC_10,MFI_14,PPO_12_26_9,PPOh_12_26_9,PPOs_12_26_9,TSI_13_25_13,TSIs_13_25_13,UO,KAMA,TRIX_30_9,TRIXs_30_9,DPO,CMO,COPP,KST_10_15_20_30_10_10_10_15,KSTs_9,STC_10_12_26_0.5,STCmacd_10_12_26_0.5,STCstoch_10_12_26_0.5,PVI,NVI,ZLEMA,DEMA,TEMA,WMA,HMA,VWMA
0,2015-01-02,30.32999992370605,30.700000762939453,29.989999771118164,30.030000686645508,18.35155296325684,86517096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86517096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2015-01-05,30.030000686645508,30.709999084472656,29.520000457763672,29.920000076293945,18.284332275390625,113167405,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26650309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.6336976096026,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2015-01-06,29.920000076293945,30.799999237060547,29.700000762939453,29.8700008392334,18.253774642944336,44924896,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71575205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.6336976096026,999.8328902508922,0.0,0.0,0.0,0.0,0.0,0.0
3,2015-01-07,29.8700008392334,30.809999465942383,29.700000762939453,30.40999984741211,18.583776473999023,222459101,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150883896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.4415281854539,999.8328902508922,0.0,0.0,0.0,0.0,0.0,0.0
4,2015-01-08,30.40999984741211,30.8799991607666,30.530000686645508,30.790000915527344,18.815994262695312,96237165,1,0.0,0.0,0.0,0.0,0.0,30.9016079083253,30.20400047302246,29.506393037719622,0.0,0.0,0.0,0.0,0.0,0.0,247121061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.4415281854539,1001.0824827205467,0.0,0.0,0.0,0.0,0.0,0.0
5,2015-01-09,30.790000915527344,30.899999618530277,30.65999984741211,30.700000762939453,18.7609920501709,72682957,0,0.0,0.0,0.0,0.0,0.0,31.10443666108574,30.33800048828125,29.57156431547676,0.0,0.0,0.0,0.0,0.0,0.0,174438104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.4415281854539,1000.7901795379817,0.0,0.0,0.0,0.0,0.0,0.0
6,2015-01-12,30.700000762939453,30.950000762939453,30.200000762939453,30.200000762939453,18.455440521240234,49649555,-1,0.0,0.0,0.0,0.0,0.0,31.065071418655293,30.394000625610353,29.722929832565413,0.0,0.0,0.0,0.0,0.0,0.0,124788549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.4415281854539,999.1615150833424,0.0,0.0,0.0,0.0,0.0,0.0
7,2015-01-13,30.200000762939453,30.600000381469727,30.07999992370605,30.13999938964844,18.41877555847168,87997179,0,0.0,0.0,0.0,0.0,0.0,30.9682164599335,30.448000335693358,29.927784211453215,0.0,0.0,0.0,0.0,0.0,0.0,36791370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.2428481464632,999.1615150833424,0.0,0.0,0.0,0.0,0.0,0.0
8,2015-01-14,30.13999938964844,30.3799991607666,29.65999984741211,29.809999465942383,18.21711158752441,70580550,-1,0.0,0.0,0.0,0.0,0.0,31.0611479940559,30.328000259399413,29.594852524742926,0.0,0.0,0.0,0.0,0.0,0.0,-33789180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6345005989074721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.2428481464632,998.0666248033532,0.0,0.0,0.0,0.0,0.0,0.0
9,2015-01-15,29.809999465942383,30.149999618530277,29.700000762939453,29.75,18.180442810058597,62123962,0,30.162000274658205,0.0,30.162000274658205,0.0,0.0,30.798941201154438,30.120000076293945,29.44105895143345,0.0,0.0,0.0,0.0,0.0,0.0,-95913142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6975000381469734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.2428481464632,997.8653518512657,30.176666577657063,30.162000274658205,30.162000274658205,30.137818319147282,0.0,30.219701169533717
