,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,SMA_10,SMA_50,EMA_10,EMA_50,RSI_14,BBANDS_upper,BBANDS_middle,BBANDS_lower,MACD,Signal,Histogram,ADX_14,ATR_14,CCI_14,OBV,WILLR_14,ROC_10,MFI_14,PPO_12_26_9,PPOh_12_26_9,PPOs_12_26_9,TSI_13_25_13,TSIs_13_25_13,UO,KAMA,TRIX_30_9,TRIXs_30_9,DPO,CMO,COPP,KST_10_15_20_30_10_10_10_15,KSTs_9,STC_10_12_26_0.5,STCmacd_10_12_26_0.5,STCstoch_10_12_26_0.5,PVI,NVI,ZLEMA,DEMA,TEMA,WMA,HMA,VWMA
0,2015-01-02,2682.199951171875,2800.0,2700.0,2742.89990234375,1519.405517578125,203894,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2015-01-05,2742.89990234375,2799.89990234375,2610.0,2619.60009765625,1451.104736328125,180618,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,995.5047646987722,0.0,0.0,0.0,0.0,0.0,0.0
2,2015-01-06,2619.60009765625,2700.0,2560.0,2587.199951171875,1433.15673828125,252188,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-228912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.7631644038584,995.5047646987722,0.0,0.0,0.0,0.0,0.0,0.0
3,2015-01-07,2587.199951171875,2647.89990234375,2550.0,2560.300048828125,1418.256103515625,183262,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-412174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.7631644038584,994.4650343782932,0.0,0.0,0.0,0.0,0.0,0.0
4,2015-01-08,2560.300048828125,2679.89990234375,2580.0,2631.60009765625,1457.7520751953125,445695,1,0.0,0.0,0.0,0.0,0.0,2753.325369598108,2628.32001953125,2503.3146694643924,0.0,0.0,0.0,0.0,0.0,0.0,33521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.547996160619,994.4650343782932,0.0,0.0,0.0,0.0,0.0,0.0
5,2015-01-09,2631.60009765625,2675.0,2630.199951171875,2659.60009765625,1473.2623291015625,204837,1,0.0,0.0,0.0,0.0,0.0,2680.913472555269,2611.66005859375,2542.406644632231,0.0,0.0,0.0,0.0,0.0,0.0,238358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.547996160619,995.5290258268776,0.0,0.0,0.0,0.0,0.0,0.0
6,2015-01-12,2659.60009765625,2664.89990234375,2600.0,2601.10009765625,1468.463623046875,206823,0,0.0,0.0,0.0,0.0,0.0,2677.0979656279924,2607.96005859375,2538.822151559508,0.0,0.0,0.0,0.0,0.0,0.0,31535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.3484173573413,995.5290258268776,0.0,0.0,0.0,0.0,0.0,0.0
7,2015-01-13,2601.10009765625,2610.0,2420.0,2504.60009765625,1413.9840087890625,466164,-1,0.0,0.0,0.0,0.0,0.0,2700.482520148962,2591.440087890625,2482.3976556322878,0.0,0.0,0.0,0.0,0.0,0.0,-434629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.6384486373004,995.5290258268776,0.0,0.0,0.0,0.0,0.0,0.0
8,2015-01-14,2504.60009765625,2502.0,2275.0,2282.300048828125,1288.4833984375,541972,-1,0.0,0.0,0.0,0.0,0.0,2810.071926683669,2535.840087890625,2261.608249097581,0.0,0.0,0.0,0.0,0.0,0.0,-976601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.205023193359466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.7627782643674,995.5290258268776,0.0,0.0,0.0,0.0,0.0,0.0
9,2015-01-15,2282.300048828125,2400.0,2200.0,2227.10009765625,1257.3201904296875,298369,-1,2541.6300537109373,0.0,2541.6300537109373,0.0,0.0,2798.3701143698213,2454.940087890625,2111.5100614114285,0.0,0.0,0.0,0.0,0.0,0.0,-1274970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53006591796884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.7627782643674,993.1104152151739,2335.2334798177085,2541.6300537109373,2541.6300537109373,2475.5764382102275,0.0,2506.4202352594766
10,2015-01-16,2227.10009765625,2299.60009765625,2200.0,2247.10009765625,1268.6112060546875,145073,1,2492.0500732421874,0.0,2488.0791526100847,0.0,0.0,2675.373375335549,2372.440087890625,2069.5068004457007,0.0,0.0,0.0,0.0,0.0,0.0,-1129897.0,0.0,-18.075752755827857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.56927459060626,0.0,0.0,105.90507202148456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.7627782643674,994.0084440025215,2254.8455921519885,2444.2647789821144,2408.416655104684,2422.025537109375,0.0,2477.074216039998
11,2015-01-19,2247.10009765625,2260.0,2179.89990234375,2200.199951171875,1242.13330078125,140729,-1,2450.11005859375,0.0,2435.737479621319,0.0,0.0,2511.253757029802,2292.26005859375,2073.266360157698,0.0,0.0,0.0,0.0,0.0,0.0,-1270626.0,0.0,-16.010082869504064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.5790652607986,0.0,0.0,93.58992309570294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.7627782643674,991.921303045459,2189.5645398857177,2357.0643505712624,2299.213267508022,2368.9618785511366,2174.7412711095326,2454.646324815536
12,2015-01-20,2200.199951171875,2268.89990234375,2200.0,2211.0,1248.2308349609375,178552,0,2412.4900634765627,0.0,2394.8761196901696,0.0,0.0,2291.6606131010913,2233.5400390625,2175.4194650239087,0.0,0.0,0.0,0.0,0.0,0.0,-1092074.0,0.0,-14.540814713662732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.862495066015,0.0,0.0,117.1199768066408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.2536449613862,991.921303045459,2180.4982510286554,2297.075174160092,2234.092438170151,2325.4873224431817,2134.6359811493844,2427.282771823437
13,2015-01-21,2211.0,2249.89990234375,2102.10009765625,2111.199951171875,1191.88818359375,379854,-1,2367.5800537109376,0.0,2343.298634505025,0.0,0.0,2292.944850756158,2199.32001953125,2105.6951883063425,0.0,0.0,0.0,0.0,0.0,-109.90991701444806,-1471928.0,-98.6961090716498,-17.540916653960444,23.87315384855276,0.0,0.0,0.0,0.0,0.0,0.0,1287.207429170574,0.0,0.0,12.704937744140807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.7398480899196,991.921303045459,2146.8258062393543,2221.079918465298,2149.5704131474513,2270.707302024148,2107.3858400903564,2379.2644637352514
14,2015-01-22,2111.199951171875,2145.0,2011.0,2046.699951171875,1155.47412109375,295179,-1,2309.0900390625,0.0,2289.3716011717247,0.0,11.892493833202424,2310.1258540400877,2163.239990234375,2016.3541264286623,0.0,0.0,0.0,0.0,127.92809431703691,-118.24292175013845,-1767107.0,-95.4747172529983,-22.226026933396813,22.33374952154563,0.0,0.0,0.0,0.0,0.0,0.0,1530.3996493353588,0.0,0.0,-43.630059814453034,-76.21501233359515,0.0,0.0,0.0,0.0,0.0,0.0,982.7398480899196,988.8661684541477,2092.184715048108,2145.2523516847023,2068.8259563314036,2212.3654651988636,2074.9735869436554,2305.55424232393
15,2015-01-23,2046.699951171875,2099.800048828125,1920.0999755859373,1930.800048828125,1090.04248046875,471697,-1,2236.2100341796877,0.0,2224.1767734728883,0.0,9.872216128653617,2307.741354739976,2099.97998046875,1892.2186061975237,0.0,0.0,0.0,0.0,133.43948006259018,-126.49071317783323,-2238804.0,-98.62801988623777,-27.402617764617087,21.31530429299456,0.0,0.0,0.0,0.0,0.0,0.0,1684.1834411728887,0.0,0.0,-147.81995239257822,-80.25556774269276,0.0,0.0,0.0,0.0,0.0,0.0,977.0770785043051,988.8661684541477,2013.86024803652,2052.919801229913,1968.1855227768892,2143.5854669744317,2012.951974086569,2225.7657510244157
16,2015-01-26,1930.800048828125,1931.0,1801.0,1803.0999755859373,1017.9486694335938,326219,-1,2156.410021972656,0.0,2147.6173556752606,0.0,8.216081511354934,2304.125854169725,2020.5599853515625,1736.9941165334005,0.0,0.0,0.0,0.0,133.08572114029795,-146.97758940300392,-2565023.0,-99.76106771882243,-30.679331517820465,21.440206870257477,0.0,0.0,0.0,0.0,0.0,0.0,1730.414848021442,0.0,0.0,-274.83501586914076,-83.56783697729014,0.0,0.0,0.0,0.0,0.0,0.0,977.0770785043051,982.2523260047602,1901.3765576974934,1944.8584910965856,1849.7561695421755,2064.83818359375,1917.4048140092334,2159.3285937786104
