Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI
2015-01-02,5740.7001953125,5775.0,5700.0,5768.60009765625,3994.892578125,40075,0,0.0,0.0,0.0,0.0
2015-01-05,5768.60009765625,5740.0,5479.39990234375,5505.60009765625,3854.857421875,73204,-1,0.0,0.0,0.0,0.0
2015-01-06,5505.60009765625,5695.0,5520.0,5574.7998046875,3903.310302734375,133744,1,0.0,0.0,0.0,0.0
2015-01-07,5574.7998046875,5696.0,5500.0,5554.7001953125,3889.237548828125,63787,-1,0.0,0.0,0.0,0.0
2015-01-08,5554.7001953125,5654.0,5580.10009765625,5637.0,3946.8603515625,74762,1,0.0,0.0,0.0,0.0
2015-01-09,5637.0,5700.7001953125,5562.7998046875,5569.89990234375,3899.8798828125,103148,-1,0.0,0.0,0.0,0.0
2015-01-12,5569.89990234375,5617.0,5571.0,5617.0,3932.857421875,41648,1,0.0,0.0,0.0,0.0
2015-01-13,5617.0,5772.7001953125,5617.0,5659.2998046875,3962.474853515625,94814,1,0.0,0.0,0.0,0.0
2015-01-14,5659.2998046875,5754.0,5620.0,5632.5,3943.71044921875,185789,-1,0.0,0.0,0.0,0.0
2015-01-15,5632.5,5679.7998046875,5628.89990234375,5660.5,3963.31494140625,373375,1,0.0,0.0,0.0,0.0
2015-01-16,5658.89990234375,5711.7001953125,5660.0,5702.0,3992.372314453125,132434,1,0.0,0.0,0.0,0.0
2015-01-19,5702.0,5700.0,5650.0,5663.10009765625,3965.13427734375,27109,-1,0.0,0.0,0.0,0.0
2015-01-20,5663.10009765625,5795.0,5650.0,5728.10009765625,4010.646728515625,176969,1,0.0,0.0,0.0,0.0
2015-01-21,5728.10009765625,5898.5,5730.0,5880.89990234375,4117.6328125,668301,1,0.0,0.0,0.0,0.0
2015-01-22,5880.89990234375,6000.0,5900.0,5995.60009765625,4197.94189453125,153184,1,0.0,0.0,0.0,71.49823430675367
2015-01-23,5995.60009765625,6100.0,5937.7001953125,6017.7001953125,4213.4150390625,31573,1,0.0,0.0,0.0,72.47075832772643
2015-01-26,6017.7001953125,5965.0,5800.0,5919.89990234375,4144.939453125,52238,-1,0.0,0.0,0.0,62.33429868659835
2015-01-27,5919.89990234375,5990.0,5800.0,5947.89990234375,4164.54345703125,72207,1,0.0,0.0,0.0,63.89146815316508
