Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI
2015-01-02,17402.19921875,17608.509765625,17260.974609375,17395.224609375,12412.0185546875,8743,0,0.0,0.0,0.0,0.0
2015-01-05,17395.224609375,17696.265625,16917.509765625,16965.74609375,12105.5732421875,50765,-1,0.0,0.0,0.0,0.0
2015-01-06,16965.74609375,17027.3515625,16273.005859375,16556.033203125,11813.232421875,63567,-1,0.0,0.0,0.0,0.0
2015-01-07,16556.033203125,16737.93359375,16281.142578125,16377.619140625,11685.92578125,346620,-1,0.0,0.0,0.0,0.0
2015-01-08,16377.619140625,16562.421875,16081.2275390625,16154.4501953125,11526.6904296875,89004,-1,0.0,0.0,0.0,0.0
2015-01-09,16154.4501953125,16272.427734375,15981.8486328125,16185.833984375,11549.083984375,45400,1,0.0,0.0,0.0,0.0
2015-01-12,16185.833984375,16208.4970703125,16106.2158203125,16120.1640625,11502.224609375,53717,-1,0.0,0.0,0.0,0.0
2015-01-13,16130.041015625,16342.1630859375,16130.041015625,16235.810546875,11584.7431640625,57984,1,0.0,0.0,0.0,0.0
2015-01-14,16235.810546875,16273.005859375,15851.0849609375,16142.2490234375,11517.9853515625,86488,-1,0.0,0.0,0.0,0.0
2015-01-15,16142.2490234375,16182.92578125,15952.205078125,15954.5361328125,11384.0458984375,64828,-1,0.0,0.0,0.0,0.0
2015-01-16,15954.5361328125,16156.197265625,15808.662109375,15849.3447265625,11308.9873046875,32761,-1,0.0,0.0,0.0,0.0
2015-01-19,15849.3447265625,16039.9609375,15849.3447265625,16031.830078125,11439.197265625,7050707,1,0.0,0.0,0.0,0.0
2015-01-20,16031.830078125,16135.8525390625,15759.8427734375,15998.69921875,11415.5556640625,34008,-1,0.0,0.0,0.0,0.0
2015-01-21,15998.69921875,16141.6640625,15691.26953125,15774.953125,11255.90625,82625,-1,0.0,0.0,0.0,0.0
2015-01-22,15774.953125,16105.630859375,15774.953125,15964.9912109375,11391.50390625,141039,1,0.0,0.0,0.0,28.47013278171405
2015-01-23,15964.9912109375,16137.0146484375,15769.7255859375,15819.701171875,11287.8359375,83400,-1,0.0,0.0,0.0,25.746496198016036
2015-01-26,15819.701171875,15923.15234375,15699.9833984375,15908.041015625,11350.869140625,52918,1,0.0,0.0,0.0,30.12368358060197
2015-01-27,15908.041015625,15917.33984375,15720.328125,15810.40234375,11281.201171875,75817,-1,0.0,0.0,0.0,28.148602430404985
2015-01-28,15810.40234375,15978.939453125,15401.8525390625,15548.8818359375,11094.59765625,89738,-1,0.0,0.0,0.0,23.671723781069993
2015-01-29,15548.8818359375,15551.20703125,15168.228515625,15292.01171875,10911.3125,118378,-1,0.0,0.0,0.0,20.262845900606084
2015-01-30,15292.01171875,15516.919921875,15226.3408203125,15418.703125,11001.7119140625,59313,1,0.0,0.0,0.0,25.928510885792857
2015-02-02,15418.703125,15544.8173828125,15237.38671875,15500.6474609375,11060.181640625,35981,1,0.0,0.0,0.0,29.421667210955178
2015-02-03,15575.0380859375,16156.775390625,15575.0380859375,15976.6142578125,11399.798828125,111991,1,0.0,0.0,0.0,45.49899474740965
2015-02-04,16039.9609375,16504.888671875,16039.9609375,16450.841796875,11738.173828125,72264,1,0.0,0.0,0.0,56.20369938065459
2015-02-05,16450.841796875,16615.306640625,16155.61328125,16421.205078125,11717.0263671875,78562,-1,0.0,0.0,0.0,55.470436349561254
2015-02-06,16421.205078125,16788.494140625,16185.25,16628.09375,11864.6484375,70338,1,-25.921923481788326,0.0,0.0,59.4478440665047
2015-02-09,16632.7421875,16769.896484375,16632.7421875,16769.318359375,11965.4169921875,23044,1,31.819095235989153,0.0,0.0,61.946490154249645
2015-02-10,16769.318359375,16775.12890625,16272.427734375,16289.86328125,11623.310546875,74585,-1,38.44804560335251,0.0,0.0,50.55721330390097
2015-02-11,16504.888671875,16521.740234375,16287.5380859375,16389.8203125,11694.6328125,34436,1,51.17729359084842,0.0,0.0,52.517255270585984
2015-02-12,16389.8203125,16678.65234375,16330.5400390625,16579.857421875,11830.23046875,45699,1,75.72678955865013,0.0,0.0,56.08189598238299
2015-02-13,16579.857421875,17289.455078125,16432.828125,16743.162109375,11946.7548828125,32040,1,107.12489634756821,0.0,0.0,58.93487154512634
2015-02-16,16853.5859375,17248.771484375,16853.5859375,17018.63671875,12143.3134765625,27700,1,152.47893863834543,0.0,0.0,63.269473573190915
2015-02-17,16679.81640625,16857.07421875,16679.81640625,16743.74609375,11947.1689453125,31816,-1,164.34648386743538,0.0,0.0,56.82378606240448
2015-02-18,16766.408203125,16853.5859375,16766.408203125,16796.052734375,11984.4921875,81643,1,175.94413326923132,90.26149408816107,85.68263918107024,57.706719534968535
2015-02-19,16796.052734375,16969.232421875,16794.890625,16941.919921875,12088.572265625,26289,1,194.66167829036203,87.18323128743341,107.47844700292862,60.153840075291164
2015-02-20,16941.919921875,17022.1171875,16882.638671875,16983.181640625,12118.0146484375,23818,1,210.3995879560316,82.33691276248237,128.06267519354924,60.844010870148914
2015-02-23,17022.1171875,17376.626953125,17022.1171875,17202.27734375,12274.345703125,58363,1,237.8098628669577,87.79775013872677,150.01211272823093,64.37278017297994
2015-02-24,17202.27734375,17274.921875,16277.6552734375,16527.55078125,11792.9091796875,81974,-1,202.75072440267468,42.190889339554985,160.5598350631197,49.5600415365488
2015-02-25,16527.55078125,16998.875,16527.55078125,16698.998046875,11915.2412109375,93798,1,186.64889381068133,20.871246998049287,165.77764681263204,52.54800322571229
2015-02-26,16698.998046875,16911.69921875,16563.0078125,16682.724609375,11903.630859375,69489,-1,170.60828059689084,3.8645070274070292,166.7437735694838,52.23172586836133
2015-02-27,16682.724609375,16728.634765625,16563.0078125,16585.091796875,11833.9658203125,80729,-1,148.3082221747245,-14.748441115807452,163.05666329053196,50.2765816037118
2015-03-02,16585.091796875,16679.23828125,16504.888671875,16606.0078125,11848.8896484375,31237,1,130.8150583077877,-25.793283986195405,156.6083422939831,50.70231604858562
2015-03-03,16606.0078125,16765.830078125,16568.234375,16572.306640625,11824.8427734375,29183,-1,112.93040557519998,-34.94234937502651,147.8727549502265,49.96006379682741
2015-03-04,16679.23828125,16765.830078125,16679.23828125,16761.181640625,11959.6103515625,40419,1,112.69820864140274,-28.13963704705901,140.83784568846175,54.02247149141
2015-03-05,16761.181640625,16940.7578125,16562.421875,16596.130859375,11841.84375,47379,-1,98.0655338084689,-34.2178495039943,132.2833833124632,50.18809083950243
2015-03-06,16596.130859375,16847.7734375,16504.888671875,16683.302734375,11904.04296875,29786,1,92.43751325493577,-31.876696046021948,124.31420930095771,52.12099096872119
2015-03-09,16683.302734375,16708.296875,16273.005859375,16310.779296875,11638.2353515625,19489,-1,57.25770711464793,-53.64520174904783,110.90290886369576,44.22346761934927
2015-03-10,16310.779296875,16331.1240234375,16132.365234375,16142.8271484375,11518.396484375,57757,-1,15.644779270522122,-76.20650367453891,91.85128294506103,41.19294362399776
2015-03-11,16142.8271484375,16272.427734375,15800.525390625,15915.015625,11355.845703125,49010,-1,-35.309229078386124,-101.72840961875772,66.4191805403716,37.44468206227039
2015-03-12,16388.658203125,16388.658203125,15954.5361328125,16198.6201171875,11558.205078125,41807,1,-52.20435613931477,-94.8988293437491,42.694473204434324,44.246169117996985
2015-03-13,16198.6201171875,16223.6083984375,16141.6640625,16181.7626953125,11546.177734375,54687,-1,-66.19110921537867,-87.1084659358504,20.917356720471723,43.940349123085944
2015-03-16,16181.7626953125,16336.935546875,15981.8486328125,16252.6669921875,11596.771484375,25297,1,-70.73889367850097,-73.32500031917816,2.586106640677185,45.642187281824185
2015-03-17,16252.6669921875,16533.369140625,16252.6669921875,16347.3974609375,11664.3623046875,16873,1,-65.93898492535118,-54.820073252822695,-11.118911672528487,47.917100515431294
2015-03-18,16347.3974609375,16551.3828125,16272.427734375,16351.462890625,11667.2646484375,29634,1,-61.10262344937655,-39.98696942147845,-21.115654027898103,48.01764546539268
2015-03-19,15772.62890625,16345.3857421875,15400.689453125,15405.3388671875,11412.525390625,74618,-1,-132.09140623159692,-88.78060176295905,-43.31080446863787,32.36064469638748
2015-03-20,15964.755859375,16441.14453125,15691.26953125,15837.13671875,11732.4072265625,129138,1,-151.75867060890232,-86.75829291221156,-65.00037769669076,41.70327122829203
2015-03-23,15837.13671875,16156.197265625,15837.13671875,16137.0146484375,11954.5625,38880,1,-141.5161663071176,-61.212630888341465,-80.30353541877614,47.16169348264713
2015-03-24,16137.0146484375,16614.14453125,15836.55859375,16463.04296875,12196.0908203125,15659,1,-105.87073520464037,-20.453759828691375,-85.416975375949,52.38193062795918
2015-03-25,16463.04296875,16499.076171875,16039.9609375,16275.330078125,12057.029296875,95255,-1,-91.71114672458316,-5.035337078907332,-86.67580964567583,49.35832457146361
2015-03-26,16272.427734375,16863.330078125,15907.45703125,16058.55859375,11896.443359375,17983,-1,-96.86462291713542,-8.15105061716767,-88.71357229996775,46.05243003807356
2015-03-27,16058.55859375,16157.353515625,15691.26953125,15855.734375,11746.1865234375,32314,-1,-115.97808612592053,-21.811611060762218,-94.16647506515831,43.140907193914416
2015-03-30,15855.734375,16272.427734375,15853.994140625,16060.3046875,11897.7353515625,53407,1,-113.31233480943229,-15.31668779541917,-97.99564701401312,46.79459065686489
2015-03-31,16060.3046875,16272.427734375,15980.685546875,16223.0302734375,12018.28515625,71832,1,-96.95151612703376,0.8353047095834967,-97.78682083661725,49.570550258266344
2015-04-01,16223.0302734375,16737.349609375,16221.283203125,16660.0546875,12342.0380859375,38149,1,-48.166003887949046,39.69665355893457,-87.86265744688362,56.18263152884945
2015-04-02,16660.0546875,16853.001953125,16563.0078125,16746.0703125,12405.7607421875,10483,1,-2.533190835814821,68.26357328885504,-70.79676412466986,57.36744941856397
2015-04-06,16679.23828125,17284.9140625,16561.84375,16594.390625,12293.39453125,6532,-1,21.148077262991137,73.5558731101288,-52.40779584713767,54.56551277203394
2015-04-07,16594.390625,16789.65625,16010.9072265625,16655.412109375,12338.599609375,26870,1,44.32858433028014,77.38910414193424,-33.06051981165411,55.507021341595625
2015-04-08,16655.412109375,16679.23828125,16391.560546875,16535.109375,12249.4765625,38860,-1,52.387981890633455,68.35880136183005,-15.970819471196599,53.16783387983692
2015-04-09,16535.109375,16798.376953125,16272.427734375,16700.16015625,12371.748046875,37450,1,71.27175475825425,69.79405938356068,1.4776953746935693,55.91291545097794
2015-04-10,16700.16015625,16940.7578125,16452.58203125,16725.732421875,12390.6953125,12803,1,87.29447258464279,68.65342176795937,18.641050816683414,56.339919357304304
2015-04-13,16725.732421875,16795.46875,16563.5859375,16702.484375,12373.47265625,26710,-1,96.99853013284155,62.68598345292651,34.312546679915044,55.81069497155889
2015-04-14,16702.484375,16911.69921875,16563.0078125,16826.267578125,12465.1708984375,47286,1,113.37047142265146,63.246339794189126,50.12413162846234,58.06917848777017
2015-04-15,16826.267578125,17144.744140625,16568.818359375,17071.521484375,12646.859375,23167,1,144.46993394119272,75.47664185018431,68.99329209100841,62.19223817695126
2015-04-16,17068.033203125,17667.205078125,16794.890625,17574.22265625,13019.2705078125,19450,1,207.29074667433815,110.63796366666378,96.65278300767437,68.934980065388
2015-04-17,17487.044921875,18122.05859375,16979.115234375,17137.76953125,12695.9365234375,6078,-1,219.33027093336204,98.14199034055012,121.18828059281192,59.08286439407283
2015-04-20,17137.76953125,17144.166015625,16563.0078125,16771.05859375,12424.2734375,179875,-1,197.0101622082875,60.65750529238048,136.35265691590703,52.31727133559533
2015-04-21,17380.072265625,17465.591796875,16801.279296875,16843.703125,12478.0888671875,14274,1,183.07277282586801,37.376092727968796,145.69668009789922,53.45434147485439
2015-04-22,17455.353515625,17766.72265625,16853.5859375,16991.90234375,12587.8779296875,20112,1,181.88902625473565,28.95387692546916,152.9351493292665,55.771501472686296
2015-04-23,15895.2548828125,16998.875,15895.2548828125,16759.435546875,12415.6611328125,30626,-1,160.3444202017963,5.927416698023848,154.41700350377246,51.44515750389019
2015-04-24,16759.435546875,16998.875,16331.1240234375,16851.83984375,12484.1181640625,17711,1,149.00873919648075,-4.326611445833379,153.33535064231413,53.0056798723429
2015-04-27,17463.78515625,18061.83203125,16853.5859375,17402.19921875,12891.8330078125,23029,1,182.33271431543835,23.19789093849937,159.13482337693898,61.037640687587675
2015-04-28,17402.19921875,17463.796875,17143.58203125,17435.322265625,12916.3701171875,29397,1,209.00567047769073,39.896677680601385,169.10899279708934,61.464520455388644
2015-04-29,17435.322265625,17545.1640625,17145.328125,17380.11328125,12875.4697265625,22830,-1,223.11731919623344,43.20666111931527,179.91065807691817,60.27904959575631
