Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,5740.7001953125,5775.0,5700.0,5768.60009765625,3994.892578125,40075
2015-01-05,5768.60009765625,5740.0,5479.39990234375,5505.60009765625,3854.857421875,73204
2015-01-06,5505.60009765625,5695.0,5520.0,5574.7998046875,3903.310302734375,133744
2015-01-07,5574.7998046875,5696.0,5500.0,5554.7001953125,3889.237548828125,63787
2015-01-08,5554.7001953125,5654.0,5580.10009765625,5637.0,3946.8603515625,74762
2015-01-09,5637.0,5700.7001953125,5562.7998046875,5569.89990234375,3899.8798828125,103148
2015-01-12,5569.89990234375,5617.0,5571.0,5617.0,3932.857421875,41648
2015-01-13,5617.0,5772.7001953125,5617.0,5659.2998046875,3962.474853515625,94814
2015-01-14,5659.2998046875,5754.0,5620.0,5632.5,3943.71044921875,185789
2015-01-15,5632.5,5679.7998046875,5628.89990234375,5660.5,3963.31494140625,373375
2015-01-16,5658.89990234375,5711.7001953125,5660.0,5702.0,3992.372314453125,132434
2015-01-19,5702.0,5700.0,5650.0,5663.10009765625,3965.13427734375,27109
2015-01-20,5663.10009765625,5795.0,5650.0,5728.10009765625,4010.646728515625,176969
2015-01-21,5728.10009765625,5898.5,5730.0,5880.89990234375,4117.6328125,668301
2015-01-22,5880.89990234375,6000.0,5900.0,5995.60009765625,4197.94189453125,153184
2015-01-23,5995.60009765625,6100.0,5937.7001953125,6017.7001953125,4213.4150390625,31573
2015-01-26,6017.7001953125,5965.0,5800.0,5919.89990234375,4144.939453125,52238
2015-01-27,5919.89990234375,5990.0,5800.0,5947.89990234375,4164.54345703125,72207
2015-01-28,5947.89990234375,5980.0,5895.7998046875,5900.60009765625,4131.42529296875,195951
2015-01-29,5900.60009765625,5957.89990234375,5800.0,5949.39990234375,4165.59423828125,540518
2015-01-30,5949.39990234375,5950.0,5773.0,5798.2001953125,4059.72900390625,129944
2015-02-02,5783.7998046875,5850.0,5773.5,5833.39990234375,4084.373291015625,75913
2015-02-03,5833.39990234375,5900.0,5833.39990234375,5881.39990234375,4117.98291015625,90987
2015-02-04,5881.39990234375,5889.0,5725.0,5730.39990234375,4012.2568359375,115752
2015-02-05,5730.39990234375,5900.0,5765.10009765625,5854.7998046875,4099.35693359375,242931
2015-02-06,5854.7998046875,5900.0,5854.7998046875,5898.0,4129.60546875,110417
2015-02-09,5898.0,5882.0,5802.89990234375,5839.2998046875,4088.50537109375,172052
2015-02-10,5839.2998046875,5844.89990234375,5613.5,5673.10009765625,3972.13671875,167431
2015-02-11,5673.10009765625,5745.0,5651.10009765625,5711.39990234375,3998.953857421875,50346
2015-02-12,5711.39990234375,5840.0,5700.0,5783.5,4049.436767578125,63472
2015-02-13,5783.5,5783.60009765625,5724.89990234375,5762.39990234375,4034.662353515625,89583
2015-02-16,5770.0,5791.0,5770.0,5791.0,4054.68701171875,9504
