Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,1717.0,1722.0,1717.0,1721.9000244140625,1004.134765625,100952
2015-01-05,1721.9000244140625,1709.0,1680.0,1699.0,990.78076171875,311938
2015-01-06,1699.0,1700.0,1682.0,1685.5,982.9080200195312,206195
2015-01-07,1685.5,1699.4000244140625,1680.0,1683.300048828125,981.62548828125,186904
2015-01-08,1683.300048828125,1675.0,1650.0,1657.4000244140625,966.5213623046875,306502
2015-01-09,1657.4000244140625,1672.5,1651.0,1665.0,970.9534912109375,97136
2015-01-12,1665.0,1681.4000244140625,1663.9000244140625,1675.699951171875,977.1930541992188,298799
2015-01-13,1675.699951171875,1710.0,1689.800048828125,1700.800048828125,991.8301391601562,438136
2015-01-14,1700.800048828125,1725.4000244140625,1700.0,1723.4000244140625,1005.0096435546875,175463
2015-01-15,1723.4000244140625,1736.9000244140625,1702.0,1710.300048828125,997.3700561523438,191631
2015-01-16,1710.300048828125,1711.0,1690.0,1701.199951171875,992.0634155273438,47156
2015-01-19,1701.199951171875,1700.199951171875,1699.0,1700.0999755859375,991.4220581054688,86662
2015-01-20,1700.0999755859375,1708.0,1700.0999755859375,1701.699951171875,992.3551025390625,330262
2015-01-21,1701.699951171875,1755.0,1700.0,1747.0999755859375,1018.8304443359375,181562
2015-01-22,1747.0999755859375,1819.699951171875,1755.0,1795.0,1046.7635498046875,451560
2015-01-23,1795.0,1829.0,1769.0,1795.199951171875,1046.880126953125,83307
2015-01-26,1795.199951171875,1795.199951171875,1719.5,1731.300048828125,1015.21484375,183310
2015-01-27,1731.300048828125,1747.9000244140625,1700.0,1733.9000244140625,1016.73974609375,295519
2015-01-28,1733.9000244140625,1763.5,1716.199951171875,1757.699951171875,1030.6954345703125,209026
2015-01-29,1757.699951171875,1780.0,1740.0,1765.9000244140625,1035.504150390625,357684
2015-01-30,1770.0,1795.0,1754.0,1784.4000244140625,1046.3526611328125,423920
2015-02-02,1784.4000244140625,1797.300048828125,1756.5,1792.5999755859375,1051.1607666015625,325979
2015-02-03,1792.5999755859375,1795.199951171875,1771.5,1786.4000244140625,1047.525146484375,397402
2015-02-04,1786.4000244140625,1788.0999755859375,1780.0,1785.5999755859375,1047.0560302734375,419303
2015-02-05,1785.5999755859375,1799.0,1768.5999755859375,1783.5,1045.8245849609375,336026
2015-02-06,1783.5,1800.0,1750.199951171875,1790.300048828125,1049.81201171875,285177
2015-02-09,1790.300048828125,1785.0,1769.5,1775.300048828125,1041.0162353515625,44172
2015-02-10,1775.300048828125,1780.0,1737.0,1751.800048828125,1027.236083984375,206811
2015-02-11,1751.800048828125,1777.0,1721.9000244140625,1732.800048828125,1016.0946044921875,180014
