Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,2682.199951171875,2800.0,2700.0,2742.89990234375,1519.405517578125,203894
2015-01-05,2742.89990234375,2799.89990234375,2610.0,2619.60009765625,1451.104736328125,180618
2015-01-06,2619.60009765625,2700.0,2560.0,2587.199951171875,1433.15673828125,252188
2015-01-07,2587.199951171875,2647.89990234375,2550.0,2560.300048828125,1418.256103515625,183262
2015-01-08,2560.300048828125,2679.89990234375,2580.0,2631.60009765625,1457.7520751953125,445695
2015-01-09,2631.60009765625,2675.0,2630.199951171875,2659.60009765625,1473.2623291015625,204837
2015-01-12,2659.60009765625,2664.89990234375,2600.0,2601.10009765625,1468.463623046875,206823
2015-01-13,2601.10009765625,2610.0,2420.0,2504.60009765625,1413.9840087890625,466164
2015-01-14,2504.60009765625,2502.0,2275.0,2282.300048828125,1288.4833984375,541972
2015-01-15,2282.300048828125,2400.0,2200.0,2227.10009765625,1257.3201904296875,298369
2015-01-16,2227.10009765625,2299.60009765625,2200.0,2247.10009765625,1268.6112060546875,145073
2015-01-19,2247.10009765625,2260.0,2179.89990234375,2200.199951171875,1242.13330078125,140729
2015-01-20,2200.199951171875,2268.89990234375,2200.0,2211.0,1248.2308349609375,178552
2015-01-21,2211.0,2249.89990234375,2102.10009765625,2111.199951171875,1191.88818359375,379854
2015-01-22,2111.199951171875,2145.0,2011.0,2046.699951171875,1155.47412109375,295179
2015-01-23,2046.699951171875,2099.800048828125,1920.0999755859375,1930.800048828125,1090.04248046875,471697
2015-01-26,1930.800048828125,1931.0,1801.0,1803.0999755859375,1017.9486694335938,326219
2015-01-27,1803.0999755859375,1835.0,1800.0,1800.5,1016.4811401367188,319053
2015-01-28,1800.5,1810.0,1680.199951171875,1696.9000244140625,957.9931640625,237234
2015-01-29,1696.9000244140625,1696.9000244140625,1558.9000244140625,1598.0999755859375,902.2151489257812,313798
2015-01-30,1598.0999755859375,1623.0,1550.0,1552.4000244140625,876.4148559570312,576951
2015-02-02,1552.4000244140625,1625.5999755859375,1500.0,1572.0999755859375,887.53662109375,299851
2015-02-03,1572.0999755859375,2000.0,1589.0,1895.5,1070.1136474609375,930484
2015-02-04,1895.5,2360.0,2000.0,2305.699951171875,1301.6943359375,1494476
2015-02-05,2305.699951171875,2850.0,2358.10009765625,2723.89990234375,1537.790771484375,1716280
2015-02-06,2723.89990234375,2755.0,2250.0,2496.300048828125,1409.2982177734375,1512830
2015-02-09,2496.300048828125,2470.0,2320.0,2366.89990234375,1336.2449951171875,434652
2015-02-10,2366.89990234375,2680.0,2350.0,2490.89990234375,1406.2496337890625,533264
2015-02-11,2490.89990234375,2610.10009765625,2500.0,2599.60009765625,1467.6168212890625,673373
2015-02-12,2599.60009765625,2897.89990234375,2560.0,2866.0,1618.014404296875,1308171
2015-02-13,2866.0,3150.10009765625,2874.0,3021.699951171875,1705.915283203125,993691
2015-02-16,3021.699951171875,3498.800048828125,3049.0,3461.800048828125,1954.375732421875,943868
2015-02-17,3461.800048828125,3749.89990234375,3250.0,3519.39990234375,1986.894287109375,1437262
2015-02-18,3519.39990234375,3619.89990234375,3010.0,3350.60009765625,1891.597412109375,1428317
2015-02-19,3350.60009765625,3499.0,3200.0,3383.39990234375,1910.114501953125,733221
2015-02-20,3383.39990234375,3444.800048828125,3281.10009765625,3313.300048828125,1870.5394287109375,214501
2015-02-23,3313.300048828125,3342.0,3020.0,3054.0,1724.150390625,660061
2015-02-24,3054.0,3200.0,2531.10009765625,2598.39990234375,1466.9390869140625,896294
2015-02-25,2598.39990234375,2800.0,2400.0,2693.699951171875,1520.7410888671875,1087081
2015-02-26,2693.699951171875,2880.0,2625.0,2703.800048828125,1526.443603515625,859789
2015-02-27,2703.800048828125,2750.0,2500.0,2532.60009765625,1429.79150390625,7467302
2015-03-02,2600.0,2697.89990234375,2532.60009765625,2578.89990234375,1455.9302978515625,1086265
2015-03-03,2597.0,2620.0,2530.0,2589.39990234375,1461.85791015625,345073
2015-03-04,2589.39990234375,2660.0,2581.0,2625.10009765625,1482.0128173828125,649839
2015-03-05,2642.0,2680.0,2565.0,2603.800048828125,1469.988037109375,679470
2015-03-06,2551.10009765625,2640.0,2551.10009765625,2599.300048828125,1467.4473876953125,79981
2015-03-09,2599.300048828125,2629.0,2480.0,2548.800048828125,1438.9375,195190
2015-03-10,2548.800048828125,2600.0,2515.0,2572.60009765625,1452.373779296875,95776
2015-03-11,2572.60009765625,2680.0,2541.0,2600.199951171875,1467.9554443359375,177600
2015-03-12,2600.199951171875,2650.0,2545.0,2552.0,1440.7440185546875,239480
2015-03-13,2552.0,2600.0,2299.89990234375,2366.5,1336.01904296875,285121
