,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,Unnamed: 0,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo,Tendencia Sentimiento
14,2015-01-22,5880.89990234375,6000.0,5900.0,5995.60009765625,4197.94189453125,153184,1,753,-0.1235513438542301,0.5831749923527241,-0.8099315883591771,0
15,2015-01-23,5995.60009765625,6100.0,5937.7001953125,6017.7001953125,4213.4150390625,31573,0,754,-0.2476105256202189,0.2494212090969085,-0.7846500054001808,0
16,2015-01-26,6017.7001953125,5965.0,5800.0,5919.89990234375,4144.939453125,52238,-1,757,-0.2571392083274467,0.1774239838123321,-0.8037086445838213,0
17,2015-01-27,5919.89990234375,5990.0,5800.0,5947.89990234375,4164.54345703125,72207,0,758,-0.1604444564975522,0.2819506004452705,-0.7552006272599101,0
18,2015-01-28,5947.89990234375,5980.0,5895.7998046875,5900.60009765625,4131.42529296875,195951,-1,759,-0.3175651669088337,0.070633016526699,-0.8526800498366356,0
19,2015-01-29,5900.60009765625,5957.89990234375,5800.0,5949.39990234375,4165.59423828125,540518,1,760,-0.27244178194087,0.2147879526019096,-0.9242369290441276,0
20,2015-01-30,5949.39990234375,5950.0,5773.0,5798.2001953125,4059.72900390625,129944,-1,761,-0.1676338016986847,0.3372390754520893,-0.8710213396698236,0
21,2015-02-02,5783.7998046875,5850.0,5773.5,5833.39990234375,4084.373291015625,75913,1,764,-0.3578003008539478,0.0413495078682899,-0.8496994795277715,0
22,2015-02-03,5833.39990234375,5900.0,5833.39990234375,5881.39990234375,4117.98291015625,90987,1,765,-0.2592278154566884,0.3228999078273773,-0.6959863156080246,0
23,2015-02-04,5881.39990234375,5889.0,5725.0,5730.39990234375,4012.2568359375,115752,-1,766,-0.2753705017268658,0.4727851673960686,-0.9210211783647536,0
24,2015-02-05,5730.39990234375,5900.0,5765.10009765625,5854.7998046875,4099.35693359375,242931,1,767,-0.1915764014490626,0.015204794704914,-0.6180590186268091,0
25,2015-02-06,5854.7998046875,5900.0,5854.7998046875,5898.0,4129.60546875,110417,1,768,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356,0
26,2015-02-09,5898.0,5882.0,5802.89990234375,5839.2998046875,4088.50537109375,172052,-1,771,-0.2909071275240017,0.1737270653247833,-0.8554051211103797,0
27,2015-02-10,5839.2998046875,5844.89990234375,5613.5,5673.10009765625,3972.13671875,167431,-1,772,-0.2140920244157314,0.0268311724066734,-0.8350177556276321,0
28,2015-02-11,5673.10009765625,5745.0,5651.10009765625,5711.39990234375,3998.953857421875,50346,1,773,-0.1646543627915283,0.3077328130602836,-0.6600758377462626,0
29,2015-02-12,5711.39990234375,5840.0,5700.0,5783.5,4049.436767578125,63472,1,774,-0.3149562740529125,0.3600782565772533,-0.8706616777926683,0
30,2015-02-13,5783.5,5783.60009765625,5724.89990234375,5762.39990234375,4034.662353515625,89583,0,775,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999,0
31,2015-02-16,5770.0,5791.0,5770.0,5791.0,4054.68701171875,9504,0,778,-0.2191724957277377,0.0841249153017997,-0.5729214437305927,0
32,2015-02-17,5791.0,5847.2998046875,5725.2001953125,5743.2001953125,4021.21923828125,72525,-1,779,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288,0
33,2015-02-18,5743.2001953125,5750.0,5725.0,5736.2998046875,4016.387939453125,106938,0,780,-0.3164083166764332,0.1679320931434631,-0.8737135138362646,0
34,2015-02-19,5736.2998046875,5789.0,5702.0,5708.7001953125,3997.06396484375,108598,0,781,-0.2568373390558091,0.2852113172411918,-0.6258153934031725,0
35,2015-02-20,5708.7001953125,5735.0,5622.2001953125,5715.89990234375,4002.1044921875,59816,0,782,-0.3597942315042018,0.3121034651994705,-0.8957835147157311,0
36,2015-02-23,5765.0,5797.0,5764.0,5787.0,4051.88671875,59183,1,785,-0.4131419320280353,0.3094609975814819,-0.9036124367266892,0
37,2015-02-24,5787.0,5810.39990234375,5712.10009765625,5732.2998046875,4013.587646484375,52252,-1,786,-0.1825131194200366,0.0480696111917495,-0.3357415292412042,0
38,2015-02-25,5732.2998046875,6099.89990234375,5733.0,5887.60009765625,4122.32373046875,110775,1,787,-0.3011152106760578,0.178181055933237,-0.9002523915842175,0
39,2015-02-26,5887.60009765625,5919.2998046875,5800.0,5899.2001953125,4130.4462890625,65704,0,788,-0.0407668858145674,0.5527301859110594,-0.8091859361156821,0
40,2015-02-27,5899.2001953125,6000.0,5845.39990234375,5854.2001953125,4098.9384765625,94575,-1,789,-0.2477188170370128,0.2825458943843841,-0.7434892170131207,0
41,2015-03-02,5845.7998046875,5845.7998046875,5800.0,5821.2998046875,4075.90234375,40402,-1,792,-0.2696887828409672,0.1829735562205314,-0.9174330309033394,0
42,2015-03-03,5821.2998046875,5821.2998046875,5750.0,5786.5,4051.536376953125,42442,-1,793,-0.2456885242932721,0.1456427425146103,-0.8267071610316634,0
43,2015-03-04,5786.5,5800.0,5746.2001953125,5750.2998046875,4026.18994140625,71270,-1,794,-0.2403767378483381,0.1783237382769584,-0.8578868107870221,0
44,2015-03-05,5750.2998046875,5820.0,5750.0,5792.89990234375,4056.017333984375,55758,1,795,-0.1394493972572187,0.3584708459675312,-0.8386179143562913,0
45,2015-03-06,5792.89990234375,5896.0,5800.0,5820.5,4075.34130859375,13734,0,796,-0.1833749863186053,0.170853640884161,-0.6135591119527817,0
46,2015-03-09,5820.5,5850.0,5729.5,5730.2998046875,4012.186279296875,49604,-1,799,-0.3253781775478274,0.3456927947700023,-0.8887143107131124,0
47,2015-03-10,5730.2998046875,5770.0,5700.0,5756.7001953125,4030.671875,64179,0,800,-0.1787287511483386,0.1898243799805641,-0.655023405328393,0
48,2015-03-11,5756.7001953125,5900.0,5732.0,5875.89990234375,4114.1318359375,90582,1,801,-0.173864023505964,0.1867876872420311,-0.5918965879827738,0
49,2015-03-12,5875.89990234375,5861.0,5820.10009765625,5858.2998046875,4101.80859375,39448,0,802,-0.2496294492362614,0.2562535405158996,-0.9499210570938884,0
50,2015-03-13,5858.2998046875,6050.0,5875.2998046875,5903.7001953125,4133.5966796875,88104,1,803,-0.1557092844423922,0.3074416369199753,-0.6859565284103155,0
51,2015-03-16,5900.0,5950.0,5900.0,5930.2001953125,4152.150390625,52308,0,806,-0.2625298525809365,0.0756298005580902,-0.7850599056109786,0
52,2015-03-17,5930.2001953125,5933.0,5900.0,5918.89990234375,4144.23828125,623463,0,807,-0.2582511430140585,0.0781060606241226,-0.7542737973853946,0
53,2015-03-18,5918.89990234375,6000.0,5856.39990234375,5983.0,4189.1201171875,212780,1,808,-0.2916404417267552,0.1784037165343761,-0.7828311314806342,0
54,2015-03-19,5983.0,6056.2998046875,5950.0,6029.39990234375,4221.60791015625,72839,1,809,-0.1668085407110907,0.2952716648578644,-0.6425903402268887,0
55,2015-03-20,6029.39990234375,6045.0,5960.0,6008.39990234375,4206.90478515625,185976,0,810,-0.186597501655342,0.2998518086969852,-0.9196430700831116,0
56,2015-03-23,6008.39990234375,6033.0,6007.7998046875,6028.7001953125,4221.11865234375,171594,0,813,-0.2031288192990948,0.3092670850455761,-0.6987639646977186,0
57,2015-03-24,6028.7001953125,6120.0,6025.0,6090.5,4264.388671875,43669,1,814,-0.322404743405059,0.1461553424596786,-0.8400453384965658,0
58,2015-03-25,6090.5,6280.2998046875,6090.5,6274.2998046875,4393.080078125,272222,1,815,-0.2057243584153744,0.2818583250045776,-0.7956058774143457,0
59,2015-03-26,6274.2998046875,6274.2001953125,6190.0,6225.39990234375,4358.8408203125,53891,-1,816,-0.3722486111690246,0.176946222782135,-0.9504663380794228,0
60,2015-03-27,6225.39990234375,6327.39990234375,6225.39990234375,6291.0,4404.7724609375,38308,1,817,-0.375158128910698,0.2677786648273468,-0.9398598871193826,0
61,2015-03-30,6291.0,6424.7001953125,6290.0,6406.7001953125,4485.7822265625,16250,1,820,-0.2956503584282473,0.2048066779971122,-0.9257670883089304,0
62,2015-03-31,6406.7001953125,6500.0,6380.0,6489.2998046875,4543.61572265625,75773,1,821,-0.2698575488602122,0.5140239931643009,-0.876323708333075,0
63,2015-04-01,6489.2998046875,6551.7998046875,6409.2001953125,6546.89990234375,4583.9453125,42359,1,822,-0.2871544910594821,0.0353643894195556,-0.9386380640789866,0
64,2015-04-02,6546.89990234375,6569.7998046875,6470.0,6508.89990234375,4557.33935546875,18313,-1,823,-0.1057922983542084,0.2942120730876922,-0.5387481655925512,0
65,2015-04-06,6508.89990234375,6762.5,6516.2001953125,6676.10009765625,4674.40869140625,20889,1,827,-0.2735718421476042,0.4991047717630863,-0.8560407441109419,0
66,2015-04-07,6676.10009765625,6749.89990234375,6610.0,6749.89990234375,4726.0810546875,136710,1,828,-0.3001584136749015,0.1080725267529487,-0.838033527135849,0
67,2015-04-08,6749.89990234375,6779.7998046875,6714.0,6724.89990234375,4708.57568359375,211287,0,829,-0.1927453694291986,0.3425664901733398,-0.7833071863278747,0
68,2015-04-09,6724.89990234375,6780.2001953125,6702.89990234375,6724.60009765625,4708.3662109375,56972,0,830,-0.1301995298514763,0.25650355219841,-0.5117694810032845,0
69,2015-04-10,6724.60009765625,7000.0,6818.7001953125,6995.2998046875,4897.90234375,69100,1,831,-0.1323777558902899,0.2060835286974907,-0.4865109100937843,0
70,2015-04-13,7000.0,7007.5,6919.5,6919.7998046875,4845.03955078125,102149,-1,834,-0.162761930619245,0.366412241011858,-0.7866540234535933,0
71,2015-04-14,6919.7998046875,6826.10009765625,6738.2001953125,6748.7998046875,4725.310546875,85631,-1,835,-0.1772259886066119,0.4051732495427131,-0.4811136610805988,0
72,2015-04-15,6748.7998046875,6645.10009765625,6550.10009765625,6588.5,4613.0732421875,25667,-1,836,-0.4205592549405992,0.2840618267655372,-0.8771187588572502,0
73,2015-04-16,6588.5,6898.89990234375,6570.0,6718.7001953125,4704.23583984375,24278,1,837,-0.2093278315733187,0.2941402941942215,-0.8959988076239824,0
74,2015-04-17,6718.7001953125,6700.0,6517.2001953125,6550.0,4586.1171875,32895,-1,838,-0.2639615026939856,0.2125897705554962,-0.8804016830399632,0
75,2015-04-20,6550.0,6699.0,6500.0,6667.10009765625,4714.6865234375,104665,1,841,-0.2379674901797746,0.2132966145873069,-0.8202598346397281,0
76,2015-04-21,6667.10009765625,6699.0,6600.0,6684.89990234375,4727.2734375,52505,0,842,0.0136643835844901,0.3098321110010147,-0.750944783911109,1
77,2015-04-22,6684.89990234375,6740.60009765625,6670.0,6720.5,4752.44921875,99764,1,843,-0.2022072412960586,0.1491493433713913,-0.7821517065167427,0
78,2015-04-23,6720.5,6714.89990234375,6585.0,6594.60009765625,4663.4169921875,58605,-1,844,-0.2500864375721324,0.1151988133788108,-0.813447393476963,0
79,2015-04-24,6594.60009765625,6680.0,6594.39990234375,6640.60009765625,4695.947265625,73678,1,845,-0.2973674006643705,0.3718749955296516,-0.9341393392533064,0
80,2015-04-27,6640.60009765625,6800.0,6687.2998046875,6750.2998046875,4773.52197265625,67022,1,848,-0.2476589173617723,0.2616253942251205,-0.9290291494689882,0
81,2015-04-28,6750.2998046875,6725.0,6640.0,6658.5,4708.60546875,65707,-1,849,-0.3629508021819804,0.2763468027114868,-0.8475707657635212,0
82,2015-04-29,6658.5,6685.0,6600.0,6619.39990234375,4680.95654296875,52652,-1,850,-0.3003170259458863,0.4245680496096611,-0.8280559601262212,0
83,2015-04-30,6619.39990234375,6745.0,6583.5,6657.2998046875,4707.7568359375,228392,1,851,-0.2258125986489984,0.3838410452008247,-0.7007143069058657,0
84,2015-05-04,6657.2998046875,6657.2998046875,6500.0,6543.2998046875,4627.14013671875,16909,-1,855,-0.2079816321531931,0.277476817369461,-0.611826129257679,0
85,2015-05-05,6543.2998046875,6684.39990234375,6541.0,6661.39990234375,4710.65576171875,121451,1,856,-0.1654271349310875,0.2113811448216438,-0.608090627938509,0
86,2015-05-06,6661.39990234375,6806.10009765625,6700.0,6741.39990234375,4767.22802734375,116599,1,857,-0.1206329804845154,0.2154079899191856,-0.6619560979306698,0
87,2015-05-07,6741.39990234375,6720.0,6590.89990234375,6605.89990234375,4671.4091796875,41994,-1,858,-0.2460719948013623,0.2448988631367683,-0.91390391997993,0
88,2015-05-08,6605.89990234375,6716.0,6575.10009765625,6697.2998046875,4736.04248046875,204135,1,859,-0.0582915224134922,0.3959021754562855,-0.4938259646296501,0
89,2015-05-11,6697.2998046875,6873.5,6715.2001953125,6843.7998046875,4839.64111328125,30818,1,862,-0.1517024770645158,0.4156727567315101,-0.6725249718874693,0
90,2015-05-12,6843.7998046875,6989.89990234375,6776.2001953125,6844.10009765625,4839.85302734375,54689,0,863,-0.1901687220425198,0.3362732157111168,-0.6423140512779355,0
91,2015-05-13,6844.10009765625,6978.2998046875,6884.10009765625,6953.89990234375,4917.49951171875,31010,1,864,-0.1156535152202615,0.1790326163172722,-0.8326496975496411,0
92,2015-05-14,6953.89990234375,7145.5,6960.0,7012.60009765625,4959.00927734375,56702,1,865,-0.2363093648519781,0.3024653866887092,-0.8411444844678044,0
93,2015-05-15,7012.60009765625,7057.7001953125,6955.2001953125,6990.7998046875,4943.5927734375,157290,0,866,-0.3112685669523974,0.1905245631933212,-0.9415414719842374,0
94,2015-05-18,6990.7998046875,7008.0,6918.0,6939.0,4906.96240234375,53167,-1,869,-0.2329936402595856,0.0927408188581466,-0.9247485985979438,0
95,2015-05-19,6939.0,6982.0,6862.0,6881.7001953125,4866.44287109375,68764,-1,870,-0.2298148452304303,0.1604000926017761,-0.8502620533108711,0
96,2015-05-20,6881.7001953125,6865.0,6763.2001953125,6788.89990234375,4800.81884765625,105692,-1,871,-0.1194603213419516,0.2725216075778007,-0.613121198490262,0
97,2015-05-22,6788.89990234375,6840.0,6769.7001953125,6840.0,4836.95458984375,11406,1,873,-0.2327429686672985,0.2383445538580417,-0.8825233192183077,0
98,2015-05-25,6840.0,6900.0,6780.0,6783.2001953125,4796.78759765625,6010,-1,876,-0.3207958981705208,0.4011250212788582,-0.8888432420790195,0
99,2015-05-26,6783.2001953125,6850.0,6688.0,6767.2998046875,4785.54296875,46581,0,877,-0.2234284155643903,0.5019913390278816,-0.8500137813389301,0
100,2015-05-27,6767.2998046875,6849.89990234375,6727.0,6794.5,4804.7783203125,106864,0,878,-0.249708379805088,0.1693929880857467,-0.78232934884727,0
101,2015-05-28,6794.5,6853.60009765625,6731.2001953125,6828.7998046875,4829.0341796875,58850,1,879,-0.2548977654161198,0.1362132579088211,-0.8002504138275981,0
102,2015-05-29,6828.7998046875,7063.2998046875,6810.0,6979.60009765625,4935.67333984375,150392,1,880,-0.1071828777901828,0.503062080591917,-0.7974981786683202,0
103,2015-06-01,6979.60009765625,6949.0,6800.0,6837.5,4835.18603515625,63893,-1,883,-0.3126124762929976,0.3202454522252083,-0.8187549719586968,0
104,2015-06-02,6837.5,6860.0,6800.0,6825.0,4826.3466796875,69873,0,884,-0.3305706158280372,0.1114782094955444,-0.7533115558326244,0
105,2015-06-03,6825.0,6907.60009765625,6760.10009765625,6877.2001953125,4863.26025390625,23086,1,0,0.0,0.0,0.0,0
106,2015-06-04,6877.2001953125,6900.0,6808.39990234375,6865.2001953125,4854.7744140625,47687,0,885,-0.211309777572751,-0.0487794131040573,-0.5138234160840511,0
107,2015-06-05,6865.2001953125,6930.0,6865.2001953125,6916.7998046875,4891.263671875,40055,1,886,-0.4912819236051291,-0.3457104004919529,-0.7340087397024035,0
108,2015-06-08,6916.7998046875,6916.7998046875,6800.0,6802.10009765625,4810.15234375,317999,-1,889,-0.3310998560627922,0.2535467818379402,-0.8161758268252015,0
109,2015-06-09,6802.10009765625,6800.0,6671.89990234375,6703.39990234375,4740.35693359375,76430,-1,890,-0.3107301898300648,0.2784589938819408,-0.7959045739844441,0
110,2015-06-10,6703.39990234375,6756.89990234375,6650.0,6693.0,4733.0029296875,167039,0,891,-0.2405887399800121,0.1253152713179588,-0.8545443750917912,0
111,2015-06-11,6693.0,6693.0,6520.0,6677.0,4721.68896484375,82859,0,892,-0.6646245682612062,0.0291532427072525,-0.9093401683494448,0
112,2015-06-12,6677.0,6750.0,6677.0,6724.0,4754.9248046875,67048,1,893,-0.2825145883751767,0.2216266617178917,-0.8526358623057604,0
113,2015-06-15,6724.0,6728.7998046875,6638.89990234375,6701.60009765625,4739.08447265625,95797,0,896,-0.2621139895636588,0.2569153234362602,-0.7535577919334173,0
114,2015-06-16,6701.60009765625,6845.60009765625,6701.5,6794.89990234375,4805.06103515625,52243,1,897,-0.577617878759546,-0.1015080362558364,-0.8286529639735818,0
115,2015-06-17,6794.89990234375,6921.2001953125,6770.7001953125,6907.10009765625,4884.40380859375,98378,1,898,-0.316553049099942,0.201176717877388,-0.7689981078729033,0
116,2015-06-18,6907.10009765625,6900.0,6814.39990234375,6895.60009765625,4876.271484375,90809,0,899,-0.2247955609733859,0.1605156362056732,-0.6164412889629602,0
117,2015-06-19,6895.60009765625,6916.0,6800.0,6876.89990234375,4863.04833984375,131288,0,900,0.0599255288640658,0.448060929775238,-0.22197125852108,1
118,2015-06-22,6876.89990234375,7011.10009765625,6870.0,6974.60009765625,4932.1376953125,38976,1,903,-0.1448767234881719,0.1251410394906997,-0.3091771528124809,0
119,2015-06-23,6974.60009765625,7002.0,6950.0,6962.5,4923.58154296875,306823,0,904,-0.39688393819545,0.7223165165632963,-0.8253336288034916,0
120,2015-06-24,6962.5,7000.0,6880.0,6941.2001953125,4908.5185546875,96715,0,905,-0.2832922564353793,0.1944756135344505,-0.8828433747403324,0
121,2015-06-25,6941.2001953125,7000.0,6875.0,6920.39990234375,4893.8095703125,59941,0,906,-0.4196908697485924,-0.0245701074600219,-0.7819460034370422,0
122,2015-06-26,6920.39990234375,7002.7001953125,6816.7998046875,6853.7998046875,4846.71240234375,299516,-1,907,0.0104032903909683,0.0104032903909683,0.0104032903909683,1
123,2015-06-30,6853.7998046875,6840.0,6671.60009765625,6784.60009765625,4797.77783203125,256489,-1,910,-0.2797863986343145,-0.0221519693732261,-0.4471094589680433,0
124,2015-07-01,6784.60009765625,6734.7998046875,6550.0,6642.60009765625,4697.361328125,64256,-1,911,-0.2595546813099645,0.2387620061635971,-0.8803024697117507,0
125,2015-07-02,6642.60009765625,6738.2998046875,6650.0,6695.7001953125,4734.91162109375,150151,1,912,-0.293475940823555,0.2852612994611263,-0.8756326846778393,0
126,2015-07-03,6695.7001953125,6700.0,6611.10009765625,6611.5,4675.369140625,13343,-1,913,-0.3756246184930205,0.3288353011012077,-0.7486153095960617,0
127,2015-07-06,6611.5,6650.0,6550.0,6611.89990234375,4675.65185546875,20364,0,916,-0.3275232665551205,0.0556844770908355,-0.9291523713618516,0
128,2015-07-07,6611.89990234375,6786.60009765625,6612.0,6743.89990234375,4768.99658203125,61656,1,917,-0.4444987369128145,0.1275801062583923,-0.8436329113319516,0
129,2015-07-08,6743.89990234375,7150.0,6750.0,7118.2001953125,5033.685546875,94463,1,918,-0.2812031279318034,0.1446502804756164,-0.8598426869139075,0
130,2015-07-09,7118.2001953125,7260.0,7057.60009765625,7130.89990234375,5042.6650390625,108437,0,919,-0.2952630860317085,0.1424863338470459,-0.8902870621532202,0
131,2015-07-10,7130.89990234375,7274.5,7100.0,7227.2001953125,5110.76513671875,224417,1,920,-0.2726664513659974,0.2580986246466636,-0.9111819225363432,0
132,2015-07-13,7227.2001953125,7327.39990234375,7240.7998046875,7290.60009765625,5155.59912109375,28939,1,923,-0.3937461862473616,0.1450005620718002,-0.9115920821204782,0
133,2015-07-14,7290.60009765625,7410.0,7280.0,7351.39990234375,5198.59326171875,54506,1,924,-0.2234004664234817,0.4521171860396862,-0.8299813717603683,0
134,2015-07-15,7351.39990234375,7428.7001953125,7250.0,7401.7998046875,5234.2353515625,126955,1,925,-0.3535621662491134,-0.0076609998941421,-0.7075417162850499,0
135,2015-07-17,7401.7998046875,7461.5,7400.0,7437.60009765625,5259.5517578125,74180,0,927,-0.3633564270101487,0.2838358804583549,-0.8370378986001015,0
136,2015-07-20,7437.60009765625,7480.0,7356.0,7371.39990234375,5212.7373046875,29667,-1,930,-0.3469861719225134,0.3849223107099533,-0.8547771396115422,0
137,2015-07-21,7371.39990234375,7400.0,7335.2001953125,7353.10009765625,5199.7958984375,25982,0,931,-0.2291545267216861,0.3476794436573982,-0.5634066089987755,0
138,2015-07-22,7353.10009765625,7353.0,7155.0,7174.7998046875,5073.7099609375,46749,-1,932,-0.3508281788256551,0.1186045333743095,-0.9231876214034856,0
139,2015-07-23,7174.7998046875,7171.5,7097.60009765625,7148.0,5054.75830078125,17064,0,933,-0.3253818776990686,0.0824355632066726,-0.7928121127188206,0
140,2015-07-24,7148.0,7269.0,7075.60009765625,7154.2998046875,5059.2138671875,279453,0,934,-0.4953472767956555,-0.1380598023533821,-0.8526347512379289,0
141,2015-07-27,7154.2998046875,7107.5,7000.0,7008.2998046875,4955.96875,45431,-1,937,-0.3186619521584362,0.2856585085391998,-0.8435889622196555,0
142,2015-07-28,7008.2998046875,7158.0,6905.2001953125,6969.7001953125,4928.671875,68298,-1,938,-0.2625626387695471,0.1901486292481422,-0.6152561418712139,0
143,2015-07-29,7000.0,7160.0,6963.5,7010.7001953125,4957.6650390625,160678,1,939,-0.3445589546010726,0.0358482301235199,-0.8568695853464305,0
144,2015-07-30,7010.7001953125,7032.60009765625,6979.7998046875,6994.7001953125,4946.35107421875,30230,0,940,-0.3932051913191874,-0.1209144443273544,-0.5436852909624577,0
145,2015-07-31,6994.7001953125,7186.7001953125,6999.10009765625,7119.2001953125,5034.39208984375,132390,1,941,-0.4790270710363984,0.2021205686032772,-0.8827735092490911,0
146,2015-08-03,7119.2001953125,7100.0,7035.0,7064.7001953125,4995.8525390625,124556,-1,944,-0.2547830398194491,0.4856834933161735,-0.835499863140285,0
147,2015-08-04,7064.7001953125,7267.0,7068.7001953125,7245.60009765625,5123.77734375,227996,1,945,-0.2151604420505464,0.2909804657101631,-0.5322046130895615,0
148,2015-08-05,7245.60009765625,7500.0,7306.7998046875,7497.0,5301.55615234375,132998,1,946,0.0843471055850386,0.4115235619246959,-0.4161247164011001,1
149,2015-08-06,7500.0,7700.0,7400.0,7669.39990234375,5423.47021484375,94409,1,947,-0.5459644957445562,-0.0424653738737106,-0.819266333244741,0
150,2015-08-07,7669.39990234375,7751.2998046875,7546.7001953125,7734.89990234375,5469.7900390625,47160,1,948,-0.3708854760043323,0.2331958189606666,-0.8605103874579072,0
151,2015-08-10,7734.89990234375,7843.2001953125,7741.0,7818.10009765625,5528.62548828125,54881,1,951,-0.4415932389286657,0.0126113966107368,-0.8083871379494667,0
152,2015-08-11,7818.10009765625,7830.0,7706.7001953125,7786.2001953125,5506.06640625,86445,0,952,-0.3379271706300122,0.0610052272677421,-0.7433745227754116,0
153,2015-08-12,7786.2001953125,7769.0,7650.10009765625,7755.7998046875,5484.56884765625,85624,0,953,-0.1815747606257597,0.0922607779502868,-0.5880153439939022,0
154,2015-08-13,7755.7998046875,7797.7001953125,7670.2001953125,7707.10009765625,5450.130859375,142705,-1,954,-0.3162603586912155,0.0561836063861846,-0.4692630134522915,0
155,2015-08-14,7707.10009765625,7725.0,7610.60009765625,7661.10009765625,5417.6005859375,31030,-1,955,-0.3651071917265653,0.2146756798028946,-0.7675620038062334,0
156,2015-08-17,7661.10009765625,7700.0,7650.0,7656.2998046875,5414.20654296875,95452,0,958,-0.2018717851689351,0.4121991544961929,-0.87019820837304,0
157,2015-08-18,7656.2998046875,7690.0,7600.0,7657.60009765625,5415.12646484375,116786,0,959,-0.0487416622539361,0.2474530898034572,-0.5588154196739197,0
158,2015-08-19,7657.60009765625,7620.0,7551.7001953125,7593.10009765625,5369.51416015625,50363,-1,960,-0.1500828526914119,0.7161994613707066,-0.7440298572182655,0
159,2015-08-20,7593.10009765625,7577.7001953125,7491.7001953125,7514.60009765625,5314.00244140625,74024,-1,961,-0.4673948323354125,0.0222080573439598,-0.8599310461431742,0
160,2015-08-21,7514.60009765625,7508.39990234375,7348.2998046875,7360.7998046875,5205.2412109375,45944,-1,962,-0.2066526305861771,0.2812525704503059,-0.8737166784703732,0
161,2015-08-24,7360.7998046875,7324.0,7153.7998046875,7188.7998046875,5083.60986328125,67973,-1,965,0.0073492651184399,0.5669887568801641,-0.6235776636749506,1
162,2015-08-25,7188.7998046875,7460.0,7220.0,7434.2001953125,5257.146484375,231113,1,966,-0.3208649834956635,0.334630262106657,-0.7876251637935638,0
163,2015-08-26,7434.2001953125,7556.60009765625,7460.0,7511.39990234375,5311.7392578125,142746,1,967,-0.0756584438495338,0.3984538838267326,-0.7988289017230272,0
164,2015-08-27,7511.39990234375,7601.60009765625,7446.10009765625,7521.39990234375,5318.81005859375,95592,0,968,-0.3694445765059855,-0.0249542593955993,-0.7964933663606644,0
165,2015-08-28,7521.39990234375,7500.0,7338.2998046875,7444.10009765625,5264.146484375,67256,-1,969,-0.3859574628528207,0.2252937480807304,-0.9197186320088804,0
166,2015-08-31,7444.10009765625,7704.39990234375,7200.0,7677.2001953125,5428.9853515625,207334,1,972,-0.2724894325678738,0.3229316398501396,-0.9238132000900804,0
167,2015-09-01,7677.2001953125,7680.0,7500.0,7563.2998046875,5348.4404296875,92065,-1,973,-0.3993966610170901,-0.0533360391855239,-0.8644838598556817,0
