Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo,Tendencia Sentimiento
2015-01-02,351.3099975585937,356.92999267578125,351.25,356.9200134277344,187.34109497070312,1008955,0,-0.3333086193374851,0.0907020196318626,-0.8540768725797534,0
2015-01-05,356.9200134277344,358.1000061035156,343.0,349.8099975585937,183.6091766357422,6277105,-1,-0.1979802823247941,0.4589172787964344,-0.9069290151819588,0
2015-01-06,349.8099975585937,352.0,348.0199890136719,349.739990234375,183.5724639892578,3245909,0,-0.2584405313432216,0.1825432851910591,-0.8326564515009522,0
2015-01-07,349.739990234375,354.0,349.010009765625,352.6700134277344,185.1103363037109,3965623,1,-0.3331942647207705,0.2391559556126594,-0.8626151597127318,0
2015-01-08,352.6700134277344,352.3999938964844,343.989990234375,345.0,184.4047698974609,4462814,0,-0.0442417794122145,0.2473258897662162,-0.3230099119246006,0
2015-01-09,345.0,348.5,344.0,347.8999938964844,185.9548797607422,6550118,1,-0.2264920926120664,0.3177797347307205,-0.7952041672542691,0
2015-01-12,347.8999938964844,350.0,345.1600036621094,348.7099914550781,186.38780212402344,2983025,0,-0.3323111753253376,0.2430503293871879,-0.7735911384224892,0
2015-01-13,348.7099914550781,347.989990234375,345.1199951171875,345.2200012207031,184.52235412597656,2926281,-1,-0.1114232010828952,0.651096798479557,-0.7964870845898986,0
2015-01-14,345.2200012207031,347.7799987792969,345.239990234375,347.4200134277344,185.6982879638672,2516166,1,-0.2776864224456642,0.2860363274812698,-0.9015197264961898,0
2015-01-15,347.4200134277344,349.3999938964844,347.0,348.989990234375,186.53746032714844,2562555,0,-0.1973111155726339,0.304103072732687,-0.8624410200864077,0
2015-01-16,348.989990234375,355.0,349.0,354.1600036621094,189.3008575439453,1953341,1,-0.2328940284496639,0.1758583411574363,-0.8814477422274649,0
2015-01-19,354.1600036621094,357.0,353.989990234375,356.3599853515625,190.47677612304688,1671645,1,-0.158123420121578,0.4157061949372291,-0.6152036096900702,0
2015-01-20,356.3599853515625,358.8399963378906,355.1300048828125,356.4100036621094,190.5035095214844,4228441,0,-0.3395340703427791,0.2375694587826728,-0.8371405014768243,0
2015-01-21,356.4100036621094,356.29998779296875,353.2099914550781,354.1600036621094,189.3008575439453,1947627,-1,-0.0618294452388699,0.7287472542375326,-0.7834384683519602,0
2015-01-22,354.1600036621094,365.0,355.0,362.5,193.7586212158203,2005189,1,-0.1235513438542301,0.5831749923527241,-0.8099315883591771,0
2015-01-23,362.5,363.989990234375,356.0,359.42999267578125,192.11770629882807,3947553,-1,-0.2476105256202189,0.2494212090969085,-0.7846500054001808,0
2015-01-26,359.42999267578125,362.0,359.0,361.9200134277344,193.4486389160156,2461835,1,-0.2571392083274467,0.1774239838123321,-0.8037086445838213,0
2015-01-27,361.9200134277344,363.0,361.5,362.75,193.89227294921875,4664463,0,-0.1604444564975522,0.2819506004452705,-0.7552006272599101,0
2015-01-28,362.75,364.0,362.7999877929688,363.3200073242188,194.1969757080078,1413629,0,-0.3175651669088337,0.070633016526699,-0.8526800498366356,0
2015-01-29,363.3200073242188,367.0,360.0,363.9100036621094,194.51231384277344,2330537,0,-0.27244178194087,0.2147879526019096,-0.9242369290441276,0
2015-01-30,363.9100036621094,366.0,358.0,362.8900146484375,193.9671173095703,2584445,0,-0.1676338016986847,0.3372390754520893,-0.8710213396698236,0
2015-02-02,362.8900146484375,371.989990234375,362.6900024414063,370.239990234375,197.8957061767578,1653198,1,-0.3578003008539478,0.0413495078682899,-0.8496994795277715,0
2015-02-03,370.239990234375,374.989990234375,366.989990234375,372.3500061035156,199.0235748291016,2255174,1,-0.2592278154566884,0.3228999078273773,-0.6959863156080246,0
2015-02-04,372.3500061035156,373.0,371.010009765625,372.5899963378906,199.15182495117188,1628249,0,-0.2753705017268658,0.4727851673960686,-0.9210211783647536,0
2015-02-05,372.5899963378906,374.0,360.0,366.1199951171875,195.6935577392578,2089230,-1,-0.1915764014490626,0.015204794704914,-0.6180590186268091,0
2015-02-06,366.1199951171875,379.9800109863281,367.0,376.55999755859375,201.27378845214844,3423901,1,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356,0
2015-02-09,376.55999755859375,373.9599914550781,364.7999877929688,365.30999755859375,195.2606506347656,1659494,-1,-0.2909071275240017,0.1737270653247833,-0.8554051211103797,0
2015-02-10,365.30999755859375,368.1099853515625,356.0,362.5799865722656,193.8013916015625,3001157,-1,-0.2140920244157314,0.0268311724066734,-0.8350177556276321,0
2015-02-11,362.5799865722656,369.9800109863281,360.0,363.8699951171875,194.49095153808597,2012230,0,-0.1646543627915283,0.3077328130602836,-0.6600758377462626,0
2015-02-12,363.8699951171875,371.989990234375,363.0,371.0799865722656,198.3447265625,1459842,1,-0.3149562740529125,0.3600782565772533,-0.8706616777926683,0
2015-02-13,371.0799865722656,382.0,370.0,373.1400146484375,199.4457855224609,3409725,1,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999,0
2015-02-16,373.1400146484375,379.6900024414063,375.0,379.25,202.71163940429688,836257,1,-0.2191724957277377,0.0841249153017997,-0.5729214437305927,0
2015-02-17,379.25,376.55999755859375,370.010009765625,370.9100036621094,198.25387573242188,1975708,-1,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288,0
2015-02-18,370.9100036621094,369.989990234375,365.8999938964844,368.7300109863281,197.088623046875,1596835,-1,-0.3164083166764332,0.1679320931434631,-0.8737135138362646,0
2015-02-19,368.7300109863281,370.0,366.0,367.80999755859375,196.59689331054688,4671332,0,-0.2568373390558091,0.2852113172411918,-0.6258153934031725,0
2015-02-20,367.80999755859375,374.0,367.0,368.7099914550781,197.0779571533203,2393227,0,-0.3597942315042018,0.3121034651994705,-0.8957835147157311,0
2015-02-23,368.7099914550781,375.0,369.0,374.25,200.03909301757807,1655536,1,-0.4131419320280353,0.3094609975814819,-0.9036124367266892,0
2015-02-24,374.25,374.1900024414063,368.8200073242188,368.8399963378906,197.1473846435547,1518866,-1,-0.1825131194200366,0.0480696111917495,-0.3357415292412042,0
2015-02-25,368.8399963378906,370.8999938964844,368.0,368.1199951171875,196.7626037597656,2220429,0,-0.3011152106760578,0.178181055933237,-0.9002523915842175,0
2015-02-26,368.1199951171875,368.5,365.010009765625,365.6900024414063,195.46372985839844,2756627,-1,-0.0407668858145674,0.5527301859110594,-0.8091859361156821,0
2015-02-27,365.6900024414063,371.8900146484375,365.0,367.1199951171875,196.22804260253903,3352393,0,-0.2477188170370128,0.2825458943843841,-0.7434892170131207,0
2015-03-02,367.1199951171875,370.0,363.0,366.6600036621094,195.98220825195312,1023801,0,-0.2696887828409672,0.1829735562205314,-0.9174330309033394,0
2015-03-03,366.6600036621094,370.0,365.0,366.6300048828125,195.96615600585935,2135638,0,-0.2456885242932721,0.1456427425146103,-0.8267071610316634,0
2015-03-04,366.6300048828125,369.0,365.0,365.0499877929688,195.1216735839844,2097966,0,-0.2403767378483381,0.1783237382769584,-0.8578868107870221,0
2015-03-05,365.0499877929688,368.0,365.0,367.0299987792969,196.1800079345703,509850,1,-0.1394493972572187,0.3584708459675312,-0.8386179143562913,0
2015-03-06,367.0299987792969,369.989990234375,365.0,368.2000122070313,196.8053436279297,1339291,0,-0.1833749863186053,0.170853640884161,-0.6135591119527817,0
2015-03-09,368.2000122070313,368.0,365.0199890136719,366.0499877929688,195.65618896484372,674252,-1,-0.3253781775478274,0.3456927947700023,-0.8887143107131124,0
2015-03-10,367.0,369.0,364.5,367.6000061035156,196.48464965820312,15312312,0,-0.1787287511483386,0.1898243799805641,-0.655023405328393,0
2015-03-11,367.6000061035156,367.8900146484375,360.04998779296875,363.1700134277344,194.11676025390625,962299,-1,-0.173864023505964,0.1867876872420311,-0.5918965879827738,0
2015-03-12,363.1700134277344,364.0,361.0,362.9299926757813,193.98849487304688,899576,0,-0.2496294492362614,0.2562535405158996,-0.9499210570938884,0
2015-03-13,362.9299926757813,364.5,360.0199890136719,360.239990234375,192.5506591796875,1076800,-1,-0.1557092844423922,0.3074416369199753,-0.6859565284103155,0
2015-03-16,360.0,365.0,357.20001220703125,360.6799926757813,192.78585815429688,462910,0,-0.2625298525809365,0.0756298005580902,-0.7850599056109786,0
2015-03-17,361.0,369.989990234375,361.0,365.55999755859375,195.39427185058597,516688,1,-0.2582511430140585,0.0781060606241226,-0.7542737973853946,0
2015-03-18,365.55999755859375,369.989990234375,364.2099914550781,365.4500122070313,195.33547973632807,1628866,0,-0.2916404417267552,0.1784037165343761,-0.7828311314806342,0
2015-03-19,365.4500122070313,366.989990234375,364.8699951171875,364.9800109863281,195.0842437744141,2926076,0,-0.1668085407110907,0.2952716648578644,-0.6425903402268887,0
2015-03-20,364.9800109863281,369.8999938964844,364.1000061035156,367.739990234375,196.55950927734372,2205851,1,-0.186597501655342,0.2998518086969852,-0.9196430700831116,0
2015-03-23,367.739990234375,377.0,363.989990234375,367.489990234375,196.42584228515625,563577,0,-0.2031288192990948,0.3092670850455761,-0.6987639646977186,0
2015-03-24,367.489990234375,376.989990234375,365.010009765625,370.1300048828125,197.83694458007807,467946,1,-0.322404743405059,0.1461553424596786,-0.8400453384965658,0
2015-03-25,370.1300048828125,372.4800109863281,361.1000061035156,362.3800048828125,193.69456481933597,768738,-1,-0.2057243584153744,0.2818583250045776,-0.7956058774143457,0
2015-03-26,362.3800048828125,367.0,362.3999938964844,363.6199951171875,194.35731506347656,546670,0,-0.3722486111690246,0.176946222782135,-0.9504663380794228,0
2015-03-27,363.6199951171875,367.0,363.0,365.8999938964844,195.57598876953125,6495933,1,-0.375158128910698,0.2677786648273468,-0.9398598871193826,0
2015-03-30,365.8999938964844,368.0,365.0299987792969,366.9100036621094,196.11587524414065,4876878,0,-0.2956503584282473,0.2048066779971122,-0.9257670883089304,0
2015-03-31,366.9100036621094,368.5,365.0,365.4599914550781,195.3407745361328,3111937,0,-0.2698575488602122,0.5140239931643009,-0.876323708333075,0
2015-04-01,365.4599914550781,368.7000122070313,366.0,367.9400024414063,196.66639709472656,5135636,1,-0.2871544910594821,0.0353643894195556,-0.9386380640789866,0
2015-04-02,367.9400024414063,370.0,363.7200012207031,365.9100036621094,195.58135986328125,833446,-1,-0.1057922983542084,0.2942120730876922,-0.5387481655925512,0
2015-04-06,366.0,366.7900085449219,365.0,366.0899963378906,195.67752075195312,1683072,0,-0.2735718421476042,0.4991047717630863,-0.8560407441109419,0
2015-04-07,366.0899963378906,366.6499938964844,365.510009765625,366.0,195.62942504882807,10489704,0,-0.3001584136749015,0.1080725267529487,-0.838033527135849,0
2015-04-08,366.0,368.0199890136719,365.0,366.6700134277344,195.987548828125,1347607,0,-0.1927453694291986,0.3425664901733398,-0.7833071863278747,0
2015-04-09,366.6700134277344,370.0,366.6799926757813,369.1499938964844,197.3131103515625,1112210,1,-0.1301995298514763,0.25650355219841,-0.5117694810032845,0
2015-04-10,369.1499938964844,371.9700012207031,368.0,371.0499877929688,198.3287048339844,2823373,1,-0.1323777558902899,0.2060835286974907,-0.4865109100937843,0
2015-04-13,371.0499877929688,375.0,370.0,372.9299926757813,199.3335418701172,922825,1,-0.162761930619245,0.366412241011858,-0.7866540234535933,0
2015-04-14,372.9299926757813,374.489990234375,372.0,374.0499877929688,199.93218994140625,1377536,0,-0.1772259886066119,0.4051732495427131,-0.4811136610805988,0
2015-04-15,374.0499877929688,375.0,373.8999938964844,374.489990234375,200.16741943359372,1158443,0,-0.4205592549405992,0.2840618267655372,-0.8771187588572502,0
2015-04-16,375.0,375.0,369.010009765625,370.9299926757813,198.26454162597656,1145102,-1,-0.2093278315733187,0.2941402941942215,-0.8959988076239824,0
2015-04-17,370.9299926757813,374.9800109863281,367.5,368.5899963378906,197.0137939453125,652672,-1,-0.2639615026939856,0.2125897705554962,-0.8804016830399632,0
2015-04-20,368.5899963378906,368.6199951171875,362.7699890136719,363.4200134277344,194.25042724609372,3479792,-1,-0.2379674901797746,0.2132966145873069,-0.8202598346397281,0
2015-04-21,363.4200134277344,369.989990234375,365.0,368.5700073242188,197.00311279296875,4538896,1,0.0136643835844901,0.3098321110010147,-0.750944783911109,1
