,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,MACD,Signal,Histogram
0,2015-01-02,30.32999992370605,30.700000762939453,29.989999771118164,30.030000686645508,18.35155296325684,86517096,0,,,
1,2015-01-05,30.030000686645508,30.709999084472656,29.520000457763672,29.920000076293945,18.284332275390625,113167405,-1,,,
2,2015-01-06,29.920000076293945,30.799999237060547,29.700000762939453,29.8700008392334,18.253774642944336,44924896,-1,,,
3,2015-01-07,29.8700008392334,30.809999465942383,29.700000762939453,30.40999984741211,18.583776473999023,222459101,1,,,
4,2015-01-08,30.40999984741211,30.8799991607666,30.530000686645508,30.790000915527344,18.815994262695312,96237165,1,,,
5,2015-01-09,30.790000915527344,30.899999618530277,30.65999984741211,30.700000762939453,18.7609920501709,72682957,-1,,,
6,2015-01-12,30.700000762939453,30.950000762939453,30.200000762939453,30.200000762939453,18.455440521240234,49649555,-1,,,
7,2015-01-13,30.200000762939453,30.600000381469727,30.07999992370605,30.13999938964844,18.41877555847168,87997179,-1,,,
8,2015-01-14,30.13999938964844,30.3799991607666,29.65999984741211,29.809999465942383,18.21711158752441,70580550,-1,,,
9,2015-01-15,29.809999465942383,30.149999618530277,29.700000762939453,29.75,18.180442810058597,62123962,-1,,,
10,2015-01-16,29.75,29.989999771118164,29.5,29.520000457763672,18.03988647460937,29210973,-1,,,
11,2015-01-19,29.520000457763672,29.81999969482422,29.25,29.549999237060547,18.058218002319336,13186038,1,,,
12,2015-01-20,29.549999237060547,29.899999618530277,29.549999237060547,29.809999465942383,18.21711158752441,101254631,1,,,
13,2015-01-21,29.809999465942383,30.76000022888184,29.899999618530277,30.729999542236328,18.77932548522949,99666285,1,,,
14,2015-01-22,30.729999542236328,31.670000076293945,30.729999542236328,31.57999992370605,19.298770904541016,106715786,1,,,
15,2015-01-23,31.57999992370605,32.5,31.25,31.63999938964844,19.335437774658203,46904991,1,,,
16,2015-01-26,31.63999938964844,31.6200008392334,30.600000381469727,31.420000076293945,19.20099258422852,56769726,-1,,,
17,2015-01-27,31.420000076293945,31.5,31.100000381469727,31.459999084472656,19.22543334960937,164012146,1,,,
18,2015-01-28,31.459999084472656,32.900001525878906,31.01000022888184,31.020000457763672,18.9565486907959,95954474,-1,,,
19,2015-01-29,31.020000457763672,31.3700008392334,30.43000030517578,30.540000915527344,18.663219451904297,86492197,-1,,,
20,2015-01-30,30.540000915527344,30.57999992370605,30.0,30.09000015258789,18.388219833374023,121437840,-1,,,
21,2015-02-02,30.09000015258789,30.299999237060547,29.770000457763672,30.13999938964844,18.41877555847168,100428758,1,,,
22,2015-02-03,30.13999938964844,30.729999542236328,30.13999938964844,30.709999084472656,18.767105102539062,198782465,1,,,
23,2015-02-04,30.709999084472656,31.5,30.649999618530277,31.149999618530277,19.03599166870117,39701341,1,,,
24,2015-02-05,31.149999618530277,32.279998779296875,31.5,32.08000183105469,19.604326248168945,189441855,1,,,
25,2015-02-06,32.08000183105469,32.849998474121094,31.600000381469727,31.88999938964844,19.48821258544922,159899454,-1,0.48676967919599434,,
26,2015-02-09,31.88999938964844,31.65999984741211,31.299999237060547,31.520000457763672,19.262104034423828,91262575,-1,0.4872666858033199,,
27,2015-02-10,31.520000457763672,32.619998931884766,31.0,31.030000686645508,18.962661743164062,86506700,-1,0.4430148809101375,,
28,2015-02-11,31.030000686645508,31.600000381469727,30.790000915527344,30.86000061035156,18.85877227783203,185266196,-1,0.38973480112239756,,
29,2015-02-12,30.86000061035156,31.5,30.82999992370605,31.21999931335449,19.07876968383789,54776536,1,0.3722675718858284,,
30,2015-02-13,31.979999542236328,31.61000061035156,31.020000457763672,31.049999237060547,18.97488021850586,87115943,-1,0.3407787956356003,,
31,2015-02-16,31.049999237060547,31.700000762939453,31.100000381469727,31.26000022888184,19.103212356567383,57368933,1,0.3289767988254617,,
32,2015-02-17,31.26000022888184,31.399999618530277,31.0,31.34000015258789,19.1521053314209,56649146,1,0.3223629570752635,,
33,2015-02-18,31.34000015258789,31.40999984741211,31.020000457763672,31.1299991607666,19.02376747131348,71343388,-1,0.296755304423975,0.38532527498644203,-0.08856997056246702
34,2015-02-19,31.1299991607666,31.399999618530277,30.90999984741211,30.979999542236328,18.93210220336914,43512302,-1,0.26134472033380973,0.3605291640559156,-0.09918444372210589
35,2015-02-20,30.979999542236328,31.299999237060547,31.0,31.229999542236328,19.084880828857425,81105681,1,0.2505661177522427,0.3385365547951811,-0.08797043704293839
36,2015-02-23,31.34000015258789,31.959999084472656,31.1200008392334,31.82999992370605,19.45155143737793,216416829,1,0.2871291676103951,0.3282550773582239,-0.041125909747828815
37,2015-02-24,31.82999992370605,32.20000076293945,31.649999618530277,31.690000534057617,19.365991592407227,119527148,-1,0.30133526199897886,0.32287111428637494,-0.021535852287396073
38,2015-02-25,31.690000534057617,32.29999923706055,31.700000762939453,32.13999938964844,19.640989303588867,84144985,1,0.3449287174559821,0.32728263492029636,0.017646082535685725
39,2015-02-26,32.13999938964844,32.29999923706055,31.86000061035156,32.2599983215332,19.71432113647461,64520993,1,0.3847248868965103,0.3387710853155392,0.04595380158097112
40,2015-02-27,32.20000076293945,32.68000030517578,32.20000076293945,32.40999984741211,19.805988311767575,108752361,1,0.42348582642120647,0.3557140335366727,0.06777179288453378
41,2015-03-02,32.40999984741211,32.5,31.0,31.68000030517578,19.359878540039062,37566860,-1,0.3907944528627745,0.3627301174018931,0.028064335460881384
42,2015-03-03,31.68000030517578,32.27000045776367,31.59000015258789,32.0099983215332,19.561548233032227,31015014,1,0.38705268339835186,0.3675946306011849,0.019458052797166947
43,2015-03-04,32.0099983215332,32.290000915527344,31.649999618530277,31.96999931335449,19.53710174560547,46021594,-1,0.3765194367735276,0.3693795918356535,0.007139844937874118
44,2015-03-05,31.96999931335449,32.79999923706055,31.96999931335449,32.77000045776367,20.02598190307617,30946381,1,0.42779382843886893,0.38106243915629656,0.046731389282572366
45,2015-03-06,32.77000045776367,32.9900016784668,32.209999084472656,32.88999938964844,20.09931755065918,69492430,1,0.47266349364396376,0.39938265005383006,0.0732808435901337
46,2015-03-09,33.0,33.0,32.779998779296875,32.849998474121094,20.074874877929688,18276327,-1,0.49924035496037433,0.41935419103513893,0.0798861639252354
47,2015-03-10,32.79999923706055,32.79999923706055,31.899999618530277,31.920000076293945,19.50654983520508,68241877,-1,0.4401854270487249,0.4235204382378561,0.016664988810868753
48,2015-03-11,31.920000076293945,32.97999954223633,32.0,32.83000183105469,20.062652587890625,48650173,1,0.46149369556554376,0.4311150897033937,0.030378605862150077
