,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia
0,2015-01-02,5740.7001953125,5775.0,5700.0,5768.60009765625,3994.892578125,40075,0
1,2015-01-05,5768.60009765625,5740.0,5479.39990234375,5505.60009765625,3854.857421875,73204,-1
2,2015-01-06,5505.60009765625,5695.0,5520.0,5574.7998046875,3903.310302734375,133744,1
3,2015-01-07,5574.7998046875,5696.0,5500.0,5554.7001953125,3889.237548828125,63787,0
4,2015-01-08,5554.7001953125,5654.0,5580.10009765625,5637.0,3946.8603515625,74762,1
5,2015-01-09,5637.0,5700.7001953125,5562.7998046875,5569.89990234375,3899.8798828125,103148,-1
6,2015-01-12,5569.89990234375,5617.0,5571.0,5617.0,3932.857421875,41648,1
7,2015-01-13,5617.0,5772.7001953125,5617.0,5659.2998046875,3962.474853515625,94814,1
8,2015-01-14,5659.2998046875,5754.0,5620.0,5632.5,3943.71044921875,185789,0
9,2015-01-15,5632.5,5679.7998046875,5628.89990234375,5660.5,3963.31494140625,373375,0
10,2015-01-16,5658.89990234375,5711.7001953125,5660.0,5702.0,3992.372314453125,132434,1
11,2015-01-19,5702.0,5700.0,5650.0,5663.10009765625,3965.13427734375,27109,-1
12,2015-01-20,5663.10009765625,5795.0,5650.0,5728.10009765625,4010.646728515625,176969,1
13,2015-01-21,5728.10009765625,5898.5,5730.0,5880.89990234375,4117.6328125,668301,1
14,2015-01-22,5880.89990234375,6000.0,5900.0,5995.60009765625,4197.94189453125,153184,1
15,2015-01-23,5995.60009765625,6100.0,5937.7001953125,6017.7001953125,4213.4150390625,31573,0
16,2015-01-26,6017.7001953125,5965.0,5800.0,5919.89990234375,4144.939453125,52238,-1
17,2015-01-27,5919.89990234375,5990.0,5800.0,5947.89990234375,4164.54345703125,72207,0
18,2015-01-28,5947.89990234375,5980.0,5895.7998046875,5900.60009765625,4131.42529296875,195951,-1
19,2015-01-29,5900.60009765625,5957.89990234375,5800.0,5949.39990234375,4165.59423828125,540518,1
20,2015-01-30,5949.39990234375,5950.0,5773.0,5798.2001953125,4059.72900390625,129944,-1
21,2015-02-02,5783.7998046875,5850.0,5773.5,5833.39990234375,4084.373291015625,75913,1
22,2015-02-03,5833.39990234375,5900.0,5833.39990234375,5881.39990234375,4117.98291015625,90987,1
23,2015-02-04,5881.39990234375,5889.0,5725.0,5730.39990234375,4012.2568359375,115752,-1
24,2015-02-05,5730.39990234375,5900.0,5765.10009765625,5854.7998046875,4099.35693359375,242931,1
25,2015-02-06,5854.7998046875,5900.0,5854.7998046875,5898.0,4129.60546875,110417,1
26,2015-02-09,5898.0,5882.0,5802.89990234375,5839.2998046875,4088.50537109375,172052,-1
27,2015-02-10,5839.2998046875,5844.89990234375,5613.5,5673.10009765625,3972.13671875,167431,-1
28,2015-02-11,5673.10009765625,5745.0,5651.10009765625,5711.39990234375,3998.953857421875,50346,1
29,2015-02-12,5711.39990234375,5840.0,5700.0,5783.5,4049.436767578125,63472,1
30,2015-02-13,5783.5,5783.60009765625,5724.89990234375,5762.39990234375,4034.662353515625,89583,0
31,2015-02-16,5770.0,5791.0,5770.0,5791.0,4054.68701171875,9504,0
32,2015-02-17,5791.0,5847.2998046875,5725.2001953125,5743.2001953125,4021.21923828125,72525,-1
33,2015-02-18,5743.2001953125,5750.0,5725.0,5736.2998046875,4016.387939453125,106938,0
34,2015-02-19,5736.2998046875,5789.0,5702.0,5708.7001953125,3997.06396484375,108598,0
35,2015-02-20,5708.7001953125,5735.0,5622.2001953125,5715.89990234375,4002.1044921875,59816,0
36,2015-02-23,5765.0,5797.0,5764.0,5787.0,4051.88671875,59183,1
37,2015-02-24,5787.0,5810.39990234375,5712.10009765625,5732.2998046875,4013.587646484375,52252,-1
38,2015-02-25,5732.2998046875,6099.89990234375,5733.0,5887.60009765625,4122.32373046875,110775,1
39,2015-02-26,5887.60009765625,5919.2998046875,5800.0,5899.2001953125,4130.4462890625,65704,0
40,2015-02-27,5899.2001953125,6000.0,5845.39990234375,5854.2001953125,4098.9384765625,94575,-1
41,2015-03-02,5845.7998046875,5845.7998046875,5800.0,5821.2998046875,4075.90234375,40402,-1
42,2015-03-03,5821.2998046875,5821.2998046875,5750.0,5786.5,4051.536376953125,42442,-1
43,2015-03-04,5786.5,5800.0,5746.2001953125,5750.2998046875,4026.18994140625,71270,-1
44,2015-03-05,5750.2998046875,5820.0,5750.0,5792.89990234375,4056.017333984375,55758,1
45,2015-03-06,5792.89990234375,5896.0,5800.0,5820.5,4075.34130859375,13734,0
46,2015-03-09,5820.5,5850.0,5729.5,5730.2998046875,4012.186279296875,49604,-1
47,2015-03-10,5730.2998046875,5770.0,5700.0,5756.7001953125,4030.671875,64179,0
48,2015-03-11,5756.7001953125,5900.0,5732.0,5875.89990234375,4114.1318359375,90582,1
49,2015-03-12,5875.89990234375,5861.0,5820.10009765625,5858.2998046875,4101.80859375,39448,0
50,2015-03-13,5858.2998046875,6050.0,5875.2998046875,5903.7001953125,4133.5966796875,88104,1
51,2015-03-16,5900.0,5950.0,5900.0,5930.2001953125,4152.150390625,52308,0
52,2015-03-17,5930.2001953125,5933.0,5900.0,5918.89990234375,4144.23828125,623463,0
53,2015-03-18,5918.89990234375,6000.0,5856.39990234375,5983.0,4189.1201171875,212780,1
54,2015-03-19,5983.0,6056.2998046875,5950.0,6029.39990234375,4221.60791015625,72839,1
55,2015-03-20,6029.39990234375,6045.0,5960.0,6008.39990234375,4206.90478515625,185976,0
56,2015-03-23,6008.39990234375,6033.0,6007.7998046875,6028.7001953125,4221.11865234375,171594,0
57,2015-03-24,6028.7001953125,6120.0,6025.0,6090.5,4264.388671875,43669,1
58,2015-03-25,6090.5,6280.2998046875,6090.5,6274.2998046875,4393.080078125,272222,1
59,2015-03-26,6274.2998046875,6274.2001953125,6190.0,6225.39990234375,4358.8408203125,53891,-1
60,2015-03-27,6225.39990234375,6327.39990234375,6225.39990234375,6291.0,4404.7724609375,38308,1
61,2015-03-30,6291.0,6424.7001953125,6290.0,6406.7001953125,4485.7822265625,16250,1
62,2015-03-31,6406.7001953125,6500.0,6380.0,6489.2998046875,4543.61572265625,75773,1
63,2015-04-01,6489.2998046875,6551.7998046875,6409.2001953125,6546.89990234375,4583.9453125,42359,1
64,2015-04-02,6546.89990234375,6569.7998046875,6470.0,6508.89990234375,4557.33935546875,18313,-1
65,2015-04-06,6508.89990234375,6762.5,6516.2001953125,6676.10009765625,4674.40869140625,20889,1
66,2015-04-07,6676.10009765625,6749.89990234375,6610.0,6749.89990234375,4726.0810546875,136710,1
67,2015-04-08,6749.89990234375,6779.7998046875,6714.0,6724.89990234375,4708.57568359375,211287,0
68,2015-04-09,6724.89990234375,6780.2001953125,6702.89990234375,6724.60009765625,4708.3662109375,56972,0
69,2015-04-10,6724.60009765625,7000.0,6818.7001953125,6995.2998046875,4897.90234375,69100,1
70,2015-04-13,7000.0,7007.5,6919.5,6919.7998046875,4845.03955078125,102149,-1
71,2015-04-14,6919.7998046875,6826.10009765625,6738.2001953125,6748.7998046875,4725.310546875,85631,-1
72,2015-04-15,6748.7998046875,6645.10009765625,6550.10009765625,6588.5,4613.0732421875,25667,-1
73,2015-04-16,6588.5,6898.89990234375,6570.0,6718.7001953125,4704.23583984375,24278,1
74,2015-04-17,6718.7001953125,6700.0,6517.2001953125,6550.0,4586.1171875,32895,-1
75,2015-04-20,6550.0,6699.0,6500.0,6667.10009765625,4714.6865234375,104665,1
76,2015-04-21,6667.10009765625,6699.0,6600.0,6684.89990234375,4727.2734375,52505,0
77,2015-04-22,6684.89990234375,6740.60009765625,6670.0,6720.5,4752.44921875,99764,1
78,2015-04-23,6720.5,6714.89990234375,6585.0,6594.60009765625,4663.4169921875,58605,-1
79,2015-04-24,6594.60009765625,6680.0,6594.39990234375,6640.60009765625,4695.947265625,73678,1
80,2015-04-27,6640.60009765625,6800.0,6687.2998046875,6750.2998046875,4773.52197265625,67022,1
81,2015-04-28,6750.2998046875,6725.0,6640.0,6658.5,4708.60546875,65707,-1
82,2015-04-29,6658.5,6685.0,6600.0,6619.39990234375,4680.95654296875,52652,-1
83,2015-04-30,6619.39990234375,6745.0,6583.5,6657.2998046875,4707.7568359375,228392,1
84,2015-05-04,6657.2998046875,6657.2998046875,6500.0,6543.2998046875,4627.14013671875,16909,-1
85,2015-05-05,6543.2998046875,6684.39990234375,6541.0,6661.39990234375,4710.65576171875,121451,1
86,2015-05-06,6661.39990234375,6806.10009765625,6700.0,6741.39990234375,4767.22802734375,116599,1
87,2015-05-07,6741.39990234375,6720.0,6590.89990234375,6605.89990234375,4671.4091796875,41994,-1
88,2015-05-08,6605.89990234375,6716.0,6575.10009765625,6697.2998046875,4736.04248046875,204135,1
89,2015-05-11,6697.2998046875,6873.5,6715.2001953125,6843.7998046875,4839.64111328125,30818,1
90,2015-05-12,6843.7998046875,6989.89990234375,6776.2001953125,6844.10009765625,4839.85302734375,54689,0
91,2015-05-13,6844.10009765625,6978.2998046875,6884.10009765625,6953.89990234375,4917.49951171875,31010,1
92,2015-05-14,6953.89990234375,7145.5,6960.0,7012.60009765625,4959.00927734375,56702,1
93,2015-05-15,7012.60009765625,7057.7001953125,6955.2001953125,6990.7998046875,4943.5927734375,157290,0
94,2015-05-18,6990.7998046875,7008.0,6918.0,6939.0,4906.96240234375,53167,-1
95,2015-05-19,6939.0,6982.0,6862.0,6881.7001953125,4866.44287109375,68764,-1
96,2015-05-20,6881.7001953125,6865.0,6763.2001953125,6788.89990234375,4800.81884765625,105692,-1
97,2015-05-22,6788.89990234375,6840.0,6769.7001953125,6840.0,4836.95458984375,11406,1
98,2015-05-25,6840.0,6900.0,6780.0,6783.2001953125,4796.78759765625,6010,-1
99,2015-05-26,6783.2001953125,6850.0,6688.0,6767.2998046875,4785.54296875,46581,0
100,2015-05-27,6767.2998046875,6849.89990234375,6727.0,6794.5,4804.7783203125,106864,0
101,2015-05-28,6794.5,6853.60009765625,6731.2001953125,6828.7998046875,4829.0341796875,58850,1
102,2015-05-29,6828.7998046875,7063.2998046875,6810.0,6979.60009765625,4935.67333984375,150392,1
103,2015-06-01,6979.60009765625,6949.0,6800.0,6837.5,4835.18603515625,63893,-1
104,2015-06-02,6837.5,6860.0,6800.0,6825.0,4826.3466796875,69873,0
105,2015-06-03,6825.0,6907.60009765625,6760.10009765625,6877.2001953125,4863.26025390625,23086,1
106,2015-06-04,6877.2001953125,6900.0,6808.39990234375,6865.2001953125,4854.7744140625,47687,0
107,2015-06-05,6865.2001953125,6930.0,6865.2001953125,6916.7998046875,4891.263671875,40055,1
108,2015-06-08,6916.7998046875,6916.7998046875,6800.0,6802.10009765625,4810.15234375,317999,-1
109,2015-06-09,6802.10009765625,6800.0,6671.89990234375,6703.39990234375,4740.35693359375,76430,-1
