,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,BBANDS_lower,CCI_14,OBV,WILLR_14,CMO,COPP,STCmacd_10_12_26_0.5,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
15,2015-01-23,15964.9912109375,16137.0146484375,15769.7255859375,15819.701171875,11287.8359375,83400,-1,15714.461118914798,-80.41534786862067,6316090.0,-90.38744346371884,-48.507007603967935,0.0,0.0,-0.2476105256202189,0.2494212090969085,-0.7846500054001808
16,2015-01-26,15819.701171875,15923.15234375,15699.9833984375,15908.041015625,11350.869140625,52918,1,15723.834083561722,-100.97628962156264,6369008.0,-79.28929709717629,-39.75263283879606,0.0,0.0,-0.2571392083274467,0.1774239838123321,-0.8037086445838213
17,2015-01-27,15908.041015625,15917.33984375,15720.328125,15810.40234375,11281.201171875,75817,-1,15715.469372064708,-109.52828028750916,6293191.0,-86.32468668026814,-43.70279513919002,0.0,0.0,-0.1604444564975522,0.2819506004452705,-0.7552006272599101
18,2015-01-28,15810.40234375,15978.939453125,15401.8525390625,15548.8818359375,11094.59765625,89738,-1,15524.87176984815,-186.7143799596608,6203453.0,-84.3637511709687,-52.65655243786001,0.0,0.0,-0.3175651669088337,0.070633016526699,-0.8526800498366356
19,2015-01-29,15548.8818359375,15551.20703125,15168.228515625,15292.01171875,10911.3125,118378,-1,15223.11532217709,-256.39417070289954,6085075.0,-89.45569827694494,-59.474308198787845,0.0,0.0,-0.27244178194087,0.2147879526019096,-0.9242369290441276
20,2015-01-30,15292.01171875,15516.919921875,15226.3408203125,15418.703125,11001.7119140625,59313,1,15131.366371976064,-174.58550922484298,6144388.0,-78.66366527494594,-48.142978228414286,0.0,0.0,-0.1676338016986847,0.3372390754520893,-0.8710213396698236
21,2015-02-02,15418.703125,15544.8173828125,15237.38671875,15500.6474609375,11060.181640625,35981,1,15170.490428331916,-123.74656032593757,6180369.0,-69.91077458339669,-41.15666557808965,0.0,0.0,-0.3578003008539478,0.0413495078682899,-0.8496994795277715
22,2015-02-03,15575.0380859375,16156.775390625,15575.0380859375,15976.6142578125,11399.798828125,111991,1,15084.16638552046,40.85253168861369,6292360.0,-20.33232279486069,-9.0020105051807,0.0,0.0,-0.2592278154566884,0.3228999078273773,-0.6959863156080246
23,2015-02-04,16039.9609375,16504.888671875,16039.9609375,16450.841796875,11738.173828125,72264,1,14869.044370341611,171.26198207443147,6364624.0,-4.043426801291695,12.40739876130918,-4.222199043630189,0.0,-0.2753705017268658,0.4727851673960686,-0.9210211783647536
24,2015-02-05,16450.841796875,16615.306640625,16155.61328125,16421.205078125,11717.0263671875,78562,0,15078.290175795782,164.1741745193527,6286062.0,-13.41334369904873,10.940872699122496,-1.7445177421948146,0.0,-0.1915764014490626,0.015204794704914,-0.6180590186268091
25,2015-02-06,16421.205078125,16788.494140625,16185.25,16628.09375,11864.6484375,70338,1,15378.652170842022,166.72495371109568,6356400.0,-9.899635476436153,18.8956881330094,0.4283100296561047,-25.92192348178833,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356
26,2015-02-09,16632.7421875,16769.896484375,16632.7421875,16769.318359375,11965.4169921875,23044,1,15913.60103278398,162.66453312288905,6379444.0,-1.1834961474295302,23.89298030849929,2.833281087774354,31.819095235989156,-0.2909071275240017,0.1737270653247833,-0.8554051211103797
27,2015-02-10,16769.318359375,16775.12890625,16272.427734375,16289.86328125,11623.310546875,74585,-1,16175.984509739856,85.89272937213583,6304859.0,-30.774636681871225,1.1144266078019536,4.001852150595621,38.44804560335251,-0.2140920244157314,0.0268311724066734,-0.8350177556276321
28,2015-02-11,16504.888671875,16521.740234375,16287.5380859375,16389.8203125,11694.6328125,34436,1,16151.584930088144,65.66520793209425,6339295.0,-24.605461103021295,5.034510541171985,5.089802759332782,51.17729359084842,-0.1646543627915283,0.3077328130602836,-0.6600758377462626
29,2015-02-12,16389.8203125,16678.65234375,16330.5400390625,16579.857421875,11830.23046875,45699,1,16188.82647891441,74.33621090236493,6384994.0,-12.876698458007462,12.163791964765972,6.846724127419696,75.72678955865013,-0.3149562740529125,0.3600782565772533,-0.8706616777926683
30,2015-02-13,16579.857421875,17289.455078125,16432.828125,16743.162109375,11946.7548828125,32040,1,16175.421168519177,101.72070413455587,6417034.0,-25.75363605225456,17.869743090252676,8.800209218791343,107.1248963475682,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,16853.5859375,17248.771484375,16853.5859375,17018.63671875,12143.3134765625,27700,1,16085.479362191723,115.98994191463632,6444734.0,-12.767064309048791,26.53894714638183,10.9417669014071,152.47893863834545,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,16679.81640625,16857.07421875,16679.81640625,16743.74609375,11947.1689453125,31816,-1,16279.516971438808,71.01976773653391,6412918.0,-25.726105547718923,13.647572124808958,12.212588944860466,164.34648386743538,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,16766.408203125,16853.5859375,16766.408203125,16796.052734375,11984.4921875,81643,0,16493.639543350306,76.16187220857952,6494561.0,-23.9154153426844,15.413439069937072,13.038458120494528,175.94413326923132,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,16796.052734375,16969.232421875,16794.890625,16941.919921875,12088.572265625,26289,1,16625.107906500674,88.7903090115427,6520850.0,-16.935846930355137,20.307680150582343,13.318314677045038,194.66167829036203,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,16941.919921875,17022.1171875,16882.638671875,16983.181640625,12118.0146484375,23818,0,16681.454550825914,94.37463429134176,6544668.0,-17.864582472973055,21.68802174029784,13.52662923048818,210.3995879560316,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,17022.1171875,17376.626953125,17022.1171875,17202.27734375,12274.345703125,58363,1,16611.344012050784,146.1357748357454,6603031.0,-13.043618027011584,28.74556034595988,13.303437402121792,237.8098628669577,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,17202.27734375,17274.921875,16277.6552734375,16527.55078125,11792.9091796875,81974,-1,16443.796692513955,-12.263075732646325,6521057.0,-69.5386293726876,-0.8799169269023932,10.874672309887366,202.75072440267468,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,16527.55078125,16998.875,16527.55078125,16698.998046875,11915.2412109375,93798,1,16401.82854067318,-4.831488417938287,6614855.0,-56.87779207685435,5.096006451424585,9.50821061616171,186.64889381068133,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,16698.998046875,16911.69921875,16563.0078125,16682.724609375,11903.630859375,69489,0,16335.814024704108,-20.05947330844629,6545366.0,-62.84213319182808,4.463451736722677,7.8007755161168175,170.60828059689084,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,16682.724609375,16728.634765625,16563.0078125,16585.091796875,11833.9658203125,80729,-1,16259.502763450368,-53.87695619785026,6464637.0,-71.68408950207836,0.5531632074236006,5.684126279894555,148.3082221747245,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,16585.091796875,16679.23828125,16504.888671875,16606.0078125,11848.8896484375,31237,0,16493.15333550036,-73.78285501824661,6495874.0,-70.12183797530895,1.4046320971712474,4.252791613621339,130.8150583077877,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,16606.0078125,16765.830078125,16568.234375,16572.306640625,11824.8427734375,29183,0,16525.26927830057,-71.02465744824623,6466691.0,-73.18844765214641,-0.0798724063451755,2.650355284517863,112.93040557519998,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
43,2015-03-04,16679.23828125,16765.830078125,16679.23828125,16761.181640625,11959.6103515625,40419,1,16499.328877730015,-34.39307766616376,6507110.0,-56.00192651688768,8.044942982820013,1.8530639181779525,112.69820864140274,-0.2403767378483381,0.1783237382769584,-0.8578868107870221
44,2015-03-05,16761.181640625,16940.7578125,16562.421875,16596.130859375,11841.84375,47379,-1,16485.276450211022,-46.86157849972909,6459731.0,-71.02058298462607,0.3761816790048546,0.71221748100894,98.0655338084689,-0.1394493972572187,0.3584708459675312,-0.8386179143562913
45,2015-03-06,16596.130859375,16847.7734375,16504.888671875,16683.302734375,11904.04296875,29786,1,16504.78719958104,-52.49679953095868,6489517.0,-63.08845182863596,4.241981937442393,-0.4168432217708073,92.43751325493577,-0.1833749863186053,0.170853640884161,-0.6135591119527817
46,2015-03-09,16683.302734375,16708.296875,16273.005859375,16310.779296875,11638.2353515625,19489,-1,16279.86639540152,-164.46566638608394,6470028.0,-96.57731827400568,-11.553064761301457,-1.8004189676633395,57.25770711464793,-0.3253781775478274,0.3456927947700023,-0.8887143107131124
47,2015-03-10,16310.779296875,16331.1240234375,16132.365234375,16142.8271484375,11518.396484375,57757,-1,16030.291562781373,-221.7848506325271,6412271.0,-99.15918701790407,-17.614112752004473,-3.499612280588529,15.644779270522122,-0.1787287511483386,0.1898243799805641,-0.655023405328393
48,2015-03-11,16142.8271484375,16272.427734375,15800.525390625,15915.015625,11355.845703125,49010,-1,15761.623214895311,-224.0101348723384,6363261.0,-92.73585934440692,-25.110635875459227,-4.982855985126907,-35.309229078386124,-0.173864023505964,0.1867876872420311,-0.5918965879827738
49,2015-03-12,16388.658203125,16388.658203125,15954.5361328125,16198.6201171875,11558.205078125,41807,1,15745.898102206433,-123.36403763689196,6405068.0,-74.74181004357072,-11.507661764006032,-5.820927310761096,-52.20435613931477,-0.2496294492362614,0.2562535405158996,-0.9499210570938884
50,2015-03-13,16198.6201171875,16223.6083984375,16141.6640625,16181.7626953125,11546.177734375,54687,0,15889.813784332584,-98.15048817955672,6350381.0,-74.14282326852486,-12.119301753828104,-6.721916760910887,-66.19110921537867,-0.1557092844423922,0.3074416369199753,-0.6859565284103155
51,2015-03-16,16181.7626953125,16336.935546875,15981.8486328125,16252.6669921875,11596.771484375,25297,0,15904.11243141252,-79.62825962211352,6375678.0,-62.269641678415134,-8.715625436351623,-6.522069373055187,-70.73889367850097,-0.2625298525809365,0.0756298005580902,-0.7850599056109786
52,2015-03-17,16252.6669921875,16533.369140625,16252.6669921875,16347.3974609375,11664.3623046875,16873,1,15890.835998720357,-20.47273655630408,6392551.0,-52.03854408794808,-4.165798969137407,-6.234293344134775,-65.93898492535118,-0.2582511430140585,0.0781060606241226,-0.7542737973853946
53,2015-03-18,16347.3974609375,16551.3828125,16272.427734375,16351.462890625,11667.2646484375,29634,0,16122.876034754132,-10.152555266824544,6422185.0,-51.682000140459294,-3.9647090692146407,-5.844707983346559,-61.10262344937655,-0.2916404417267552,0.1784037165343761,-0.7828311314806342
54,2015-03-19,15772.62890625,16345.3857421875,15400.689453125,15405.3388671875,11412.525390625,74618,-1,15394.03840495762,-178.01267754821015,6347567.0,-99.69810339689164,-35.27871060722503,-7.533786131572691,-132.09140623159692,-0.1668085407110907,0.2952716648578644,-0.6425903402268887
55,2015-03-20,15964.755859375,16441.14453125,15691.26953125,15837.13671875,11732.4072265625,129138,1,15300.873406763149,-86.89232463890329,6476705.0,-71.66052643259799,-16.593457543415944,-7.893313969034579,-151.75867060890232,-0.186597501655342,0.2998518086969852,-0.9196430700831116
56,2015-03-23,15837.13671875,16156.197265625,15837.13671875,16137.0146484375,11954.5625,38880,1,15299.065500047607,-63.69773127372758,6515585.0,-52.18879793028668,-5.6766130347057295,-7.548666172128582,-141.5161663071176,-0.2031288192990948,0.3092670850455761,-0.6987639646977186
57,2015-03-24,16137.0146484375,16614.14453125,15836.55859375,16463.04296875,12196.0908203125,15659,1,15274.952436909009,20.452349447768544,6531244.0,-31.01906748761913,4.763861255918341,-6.296481065920093,-105.87073520464035,-0.322404743405059,0.1461553424596786,-0.8400453384965658
58,2015-03-25,16463.04296875,16499.076171875,16039.9609375,16275.330078125,12057.029296875,95255,-1,15282.569866857388,23.67196046823541,6435989.0,-39.55840611574733,-1.2833508570727667,-5.260152499999109,-91.71114672458316,-0.2057243584153744,0.2818583250045776,-0.7956058774143457
59,2015-03-26,16272.427734375,16863.330078125,15907.45703125,16058.55859375,11896.443359375,17983,-1,15734.666163107584,44.497307155414966,6418006.0,-55.02181948316935,-7.895139923852875,-4.695851828158273,-96.86462291713542,-0.3722486111690246,0.176946222782135,-0.9504663380794228
60,2015-03-27,16058.55859375,16157.353515625,15691.26953125,15855.734375,11746.1865234375,32314,-1,15749.513776974469,-105.5362668212464,6385692.0,-68.88880876838766,-13.718185612171172,-4.593576223334634,-115.97808612592053,-0.375158128910698,0.2677786648273468,-0.9398598871193826
61,2015-03-30,15855.734375,16272.427734375,15853.994140625,16060.3046875,11897.7353515625,53407,1,15726.48998739477,-30.790018598136484,6439099.0,-54.90243993633091,-6.4108186862702174,-3.901856770360751,-113.31233480943229,-0.2956503584282473,0.2048066779971122,-0.9257670883089304
62,2015-03-31,16060.3046875,16272.427734375,15980.685546875,16223.0302734375,12018.28515625,71832,1,15799.715852607496,5.689816394454545,6510931.0,-43.77697390208206,-0.8588994834673025,-2.705731210950045,-96.95151612703376,-0.2698575488602122,0.5140239931643009,-0.876323708333075
63,2015-04-01,16223.0302734375,16737.349609375,16221.283203125,16660.0546875,12342.0380859375,38149,1,15630.301540245691,148.03699712845437,6549080.0,-13.89783567819334,12.365263057698892,-1.0611371537247425,-48.166003887949046,-0.2871544910594821,0.0353643894195556,-0.9386380640789866
64,2015-04-02,16660.0546875,16853.001953125,16563.0078125,16746.0703125,12405.7607421875,10483,1,15622.622245429187,168.9515100314387,6559563.0,-8.016990887628328,14.73489883712794,0.6437225671701972,-2.533190835814821,-0.1057922983542084,0.2942120730876922,-0.5387481655925512
65,2015-04-06,16679.23828125,17284.9140625,16561.84375,16594.390625,12293.39453125,6532,-1,15923.27014515442,157.40710757671815,6553031.0,-36.64761802092414,9.13102554406787,2.677692623084439,21.148077262991137,-0.2735718421476042,0.4991047717630863,-0.8560407441109419
66,2015-04-07,16594.390625,16789.65625,16010.9072265625,16655.412109375,12338.599609375,26870,0,16210.036480632769,61.04180589924007,6579901.0,-33.409071826835266,11.014042683191246,3.86212554700305,44.32858433028014,-0.3001584136749015,0.1080725267529487,-0.838033527135849
67,2015-04-08,16655.412109375,16679.23828125,16391.560546875,16535.109375,12249.4765625,38860,-1,16496.908231731355,69.36588202625978,6541041.0,-39.79380609770888,6.335667759673839,4.181809856388929,52.387981890633455,-0.1927453694291986,0.3425664901733398,-0.7833071863278747
68,2015-04-09,16535.109375,16798.376953125,16272.427734375,16700.16015625,12371.748046875,37450,1,16496.572977870917,71.13241212790977,6578491.0,-36.692869381061975,11.825830901955896,5.5581667045687,71.27175475825425,-0.1301995298514763,0.25650355219841,-0.5117694810032845
69,2015-04-10,16700.16015625,16940.7578125,16452.58203125,16725.732421875,12390.6953125,12803,0,16502.831871695784,88.53577706182574,6591294.0,-35.088228877891424,12.679838714608604,6.468553285680351,87.29447258464279,-0.1323777558902899,0.2060835286974907,-0.4865109100937843
70,2015-04-13,16725.732421875,16795.46875,16563.5859375,16702.484375,12373.47265625,26710,0,16527.292916507344,73.42561779321099,6564584.0,-36.54702639635467,11.621389943117777,7.01779581933251,96.99853013284157,-0.162761930619245,0.366412241011858,-0.7866540234535933
71,2015-04-14,16702.484375,16911.69921875,16563.0078125,16826.267578125,12465.1708984375,47286,1,16510.804254024453,84.94805367204036,6611870.0,-28.779723167954742,16.138356975540354,7.489079075475669,113.37047142265146,-0.1772259886066119,0.4051732495427131,-0.4811136610805988
72,2015-04-15,16826.267578125,17144.744140625,16568.818359375,17071.521484375,12646.859375,23167,1,16523.42485017182,115.73656444419764,6635037.0,-13.390224353082193,24.384476353902507,8.306207750394254,144.46993394119272,-0.4205592549405992,0.2840618267655372,-0.8771187588572502
73,2015-04-16,17068.033203125,17667.205078125,16794.890625,17574.22265625,13019.2705078125,19450,1,16330.875575778173,190.9391806674149,6654487.0,-4.70574164334735,37.86996013077601,10.147933863134032,207.29074667433812,-0.2093278315733187,0.2941402941942215,-0.8959988076239824
74,2015-04-17,17487.044921875,18122.05859375,16979.115234375,17137.76953125,12695.9365234375,6078,-1,16460.44052524002,183.8805457022988,6648409.0,-43.39775534790557,18.165728788145653,10.51424882070542,219.33027093336204,-0.2639615026939856,0.2125897705554962,-0.8804016830399632
75,2015-04-20,17137.76953125,17144.166015625,16563.0078125,16771.05859375,12424.2734375,179875,-1,16505.262197185115,22.023570459554712,6468534.0,-63.09036167105838,4.63454267119066,9.629009865319269,197.0101622082875,-0.2379674901797746,0.2132966145873069,-0.8202598346397281
76,2015-04-21,17380.072265625,17465.591796875,16801.279296875,16843.703125,12478.0888671875,14274,0,16514.71568407014,70.2886113055394,6482808.0,-60.55252544269432,6.908682949708769,8.976160060705972,183.072772825868,0.0136643835844901,0.3098321110010147,-0.750944783911109
77,2015-04-22,17455.353515625,17766.72265625,16853.5859375,16991.90234375,12587.8779296875,20112,1,16494.30192569289,98.66844038020356,6502920.0,-53.53269630806279,11.54300294537258,8.115344745663153,181.88902625473563,-0.2022072412960586,0.1491493433713913,-0.7821517065167427
78,2015-04-23,15895.2548828125,16998.875,15895.2548828125,16759.435546875,12415.6611328125,30626,-1,16611.594317660554,-82.74804258600554,6472294.0,-61.19187965163423,2.890315007780379,6.778544986173774,160.3444202017963,-0.2500864375721324,0.1151988133788108,-0.813447393476963
79,2015-04-24,16759.435546875,16998.875,16331.1240234375,16851.83984375,12484.1181640625,17711,1,16677.678515654447,-31.57580120784245,6490005.0,-57.04224147647163,6.0113597446858025,5.780669416357978,149.00873919648075,-0.2973674006643705,0.3718749955296516,-0.9341393392533064
80,2015-04-27,17463.78515625,18061.83203125,16853.5859375,17402.19921875,12891.8330078125,23029,1,16512.409570389944,129.71454842825588,6513034.0,-32.32702422149881,22.07528137517535,5.9937751246097175,182.33271431543835,-0.2476589173617723,0.2616253942251205,-0.9290291494689882
81,2015-04-28,17402.19921875,17463.796875,17143.58203125,17435.322265625,12916.3701171875,29397,0,16527.915041532382,89.590952123847,6542431.0,-30.83955378518204,22.92904091077728,6.4254651166485,209.00567047769076,-0.3629508021819804,0.2763468027114868,-0.8475707657635212
82,2015-04-29,17435.322265625,17545.1640625,17145.328125,17380.11328125,12875.4697265625,22830,0,16573.72793123879,78.65415119100741,6519601.0,-33.31884659863602,20.55809919151263,6.380934935730928,223.11731919623344,-0.3003170259458863,0.4245680496096611,-0.8280559601262212
83,2015-04-30,17380.11328125,17841.5546875,17376.04296875,17721.830078125,13128.6201171875,48709,1,16794.706936546267,122.56201977653384,6568310.0,-17.97322833885978,29.607762239817912,6.842629731632536,258.8902662996952,-0.2258125986489984,0.3838410452008247,-0.7007143069058657
84,2015-05-04,17721.830078125,17841.5546875,17493.44140625,17768.326171875,13163.064453125,28329,0,17206.066773358136,116.94596320908434,6596639.0,-15.885208926927652,30.763482750475028,7.03546238883317,287.67627773345885,-0.2079816321531931,0.277476817369461,-0.611826129257679
85,2015-05-05,17768.326171875,18137.9453125,17630.59375,18114.11328125,13419.2294921875,21885,1,17156.511635485887,149.70602250770932,6618524.0,-1.0626536295212483,38.80963272667268,8.35769843590533,334.53521532848026,-0.1654271349310875,0.2113811448216438,-0.608090627938509
86,2015-05-06,18132.1328125,18132.1328125,17615.484375,17858.990234375,13230.2294921875,29236,-1,17294.83140714297,115.43412271091312,6589288.0,-12.438412115749298,27.07576422367501,9.111080803825818,347.08399500032465,-0.1206329804845154,0.2154079899191856,-0.6619560979306698
87,2015-05-07,17858.990234375,18015.318359375,17638.146484375,17863.638671875,13233.671875,46097,0,17594.177722679226,94.24945486608478,6635385.0,-12.23114153402003,27.196522171623428,9.141780833626887,353.3311023500537,-0.2460719948013623,0.2448988631367683,-0.91390391997993
88,2015-05-08,17863.638671875,18015.896484375,17783.435546875,17813.07421875,13196.212890625,11043,0,17642.958774738327,86.1048078078239,6624342.0,-14.485775185444028,24.776061049504587,9.300128930150589,350.16536281807566,-0.0582915224134922,0.3959021754562855,-0.4938259646296501
89,2015-05-11,17813.07421875,18307.060546875,17813.07421875,18301.826171875,13558.2890625,20705,1,17613.953591442398,115.2985557026374,6645047.0,-0.2170313752055452,37.21316682465781,11.06278840627273,382.6833538862629,-0.1517024770645158,0.4156727567315101,-0.6725249718874693
90,2015-05-12,18300.0859375,18964.623046875,18074.599609375,18149.568359375,13445.4951171875,16021,-1,17610.787042635253,135.71389716130383,6629026.0,-26.554477792628973,30.00225938474273,12.013813336071983,391.6534261888446,-0.1901687220425198,0.3362732157111168,-0.6423140512779355
91,2015-05-13,18149.568359375,18219.3046875,18132.1328125,18165.841796875,13457.55078125,18329,0,17682.250162325847,88.07665435871297,6647355.0,-26.024289277268164,30.42312500418157,12.08316884707166,395.5161396602271,-0.1156535152202615,0.1790326163172722,-0.8326496975496411
92,2015-05-14,18165.841796875,18213.494140625,17550.974609375,17775.298828125,13168.2314453125,10535,-1,17623.557455954597,23.287409193983056,6636820.0,-45.16136927203329,12.881969032694942,11.52849554705981,362.8807508311365,-0.2363093648519781,0.3024653866887092,-0.8411444844678044
93,2015-05-15,18420.779296875,18670.115234375,17783.435546875,17783.435546875,13174.2568359375,16290,0,17604.22233173423,68.45697711854064,6653110.0,-55.95294818619772,13.144069773820224,10.932468019035731,333.82540380457067,-0.3112685669523974,0.1905245631933212,-0.9415414719842374
94,2015-05-18,17783.435546875,17841.5546875,17782.857421875,17783.435546875,13174.2568359375,8517,0,17561.959680007134,-17.918580676167174,6653110.0,-64.86331114264355,13.144069773820226,9.405752392781228,307.2569649227371,-0.2329936402595856,0.0927408188581466,-0.9247485985979438
95,2015-05-19,17782.857421875,17782.857421875,17434.16015625,17445.19921875,12923.6884765625,17060,-1,17334.181997297997,-108.23120776693152,6636050.0,-83.51718074159481,-1.1880370913694884,7.1871235518920376,255.9579172312988,-0.2298148452304303,0.1604000926017761,-0.8502620533108711
96,2015-05-20,17445.19921875,17550.974609375,16969.81640625,17216.2265625,12754.0595703125,125110,-1,17136.590170405183,-202.9221189629246,6510940.0,-87.64741648479793,-9.541660759948368,4.490928912649276,194.5838313080203,-0.1194603213419516,0.2725216075778007,-0.613121198490262
97,2015-05-22,17216.2265625,17431.8359375,16912.283203125,17272.01953125,12795.392578125,26720,0,17013.296822233184,-176.46636195418927,6537660.0,-82.47189279005099,-7.164294896215257,2.1174385692045816,148.73196284894948,-0.2327429686672985,0.2383445538580417,-0.8825233192183077
98,2015-05-25,17272.01953125,17402.19921875,17144.744140625,17183.1015625,12729.5205078125,15901,-1,16937.94518083831,-133.05010862006492,6521759.0,-86.80440960108413,-10.498125863982953,-0.2425418259069701,104.02001184427354,-0.3207958981705208,0.4011250212788582,-0.8888432420790195
99,2015-05-26,17183.1015625,17230.173828125,16853.5859375,16917.509765625,12532.765625,9434,-1,16865.722378036393,-141.4736593372931,6512325.0,-96.971923049523,-19.7663187269298,-3.137537063501323,46.61705775264272,-0.2234284155643903,0.5019913390278816,-0.8500137813389301
100,2015-05-27,16917.509765625,17289.455078125,16737.93359375,16871.599609375,12498.7548828125,27949,0,16763.26087548213,-117.18351099138364,6484376.0,-93.99709665676956,-21.28374004604325,-5.798639745347992,-2.550363846239634,-0.249708379805088,0.1693929880857467,-0.78232934884727
101,2015-05-28,16871.599609375,17306.884765625,16608.91796875,16695.509765625,12368.3037109375,34096,-1,16565.763100094184,-109.36207785374182,6450280.0,-96.32416648080914,-26.98744716416866,-8.155648088360776,-55.089837092134985,-0.2548977654161198,0.1362132579088211,-0.8002504138275981
102,2015-05-29,16695.509765625,17144.166015625,16612.982421875,16752.4609375,12410.4951171875,142193,0,16545.132795432542,-97.11127799052755,6592473.0,-93.90658151213684,-23.86149643659574,-9.894313696823778,-91.08232421963476,-0.1071828777901828,0.503062080591917,-0.7974981786683202
103,2015-06-01,16752.4609375,16969.81640625,16446.19140625,16581.60546875,12283.923828125,22901,-1,16521.688509758296,-105.77033701125802,6569572.0,-94.62307968516492,-29.47070730499504,-11.670340043341817,-131.87308714893152,-0.3126124762929976,0.3202454522252083,-0.8187549719586968
