,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,RSI_14,MACD,Histogram,CCI_14,WILLR_14,TSI_13_25_13,CMO,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
30,2015-02-13,16579.857421875,17289.455078125,16432.828125,16743.162109375,11946.7548828125,32040,1,58.93487154512634,107.1248963475682,0.0,101.72070413455587,-25.75363605225456,-14.648658003901804,17.869743090252676,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,16853.5859375,17248.771484375,16853.5859375,17018.63671875,12143.3134765625,27700,1,63.26947357319092,152.47893863834545,0.0,115.98994191463632,-12.767064309048791,-11.118544905203322,26.53894714638183,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,16679.81640625,16857.07421875,16679.81640625,16743.74609375,11947.1689453125,31816,-1,56.82378606240448,164.34648386743538,0.0,71.01976773653391,-25.726105547718923,-9.736241543287973,13.647572124808958,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,16766.408203125,16853.5859375,16766.408203125,16796.052734375,11984.4921875,81643,0,57.706719534968535,175.94413326923132,90.26149408816109,76.16187220857952,-23.9154153426844,-8.331711817164873,15.413439069937072,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,16796.052734375,16969.232421875,16794.890625,16941.919921875,12088.572265625,26289,1,60.15384007529117,194.66167829036203,87.18323128743341,88.7903090115427,-16.935846930355137,-6.330076231575944,20.307680150582343,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,16941.919921875,17022.1171875,16882.638671875,16983.181640625,12118.0146484375,23818,0,60.844010870148914,210.3995879560316,82.33691276248237,94.37463429134176,-17.864582472973055,-4.474469740438573,21.68802174029784,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,17022.1171875,17376.626953125,17022.1171875,17202.27734375,12274.345703125,58363,1,64.37278017297994,237.8098628669577,87.79775013872677,146.1357748357454,-13.043618027011584,-1.6701608407719488,28.74556034595988,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,17202.27734375,17274.921875,16277.6552734375,16527.55078125,11792.9091796875,81974,-1,49.5600415365488,202.75072440267468,42.190889339554985,-12.263075732646325,-69.5386293726876,-3.193684392002145,-0.8799169269023932,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,16527.55078125,16998.875,16527.55078125,16698.998046875,11915.2412109375,93798,1,52.54800322571229,186.64889381068133,20.871246998049287,-4.831488417938287,-56.87779207685435,-3.380932784273306,5.096006451424585,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,16698.998046875,16911.69921875,16563.0078125,16682.724609375,11903.630859375,69489,0,52.23172586836133,170.60828059689084,3.864507027407029,-20.05947330844629,-62.84213319182808,-3.6130620476161055,4.463451736722677,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,16682.724609375,16728.634765625,16563.0078125,16585.091796875,11833.9658203125,80729,-1,50.2765816037118,148.3082221747245,-14.748441115807452,-53.87695619785026,-71.68408950207836,-4.316912634596298,0.5531632074236006,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,16585.091796875,16679.23828125,16504.888671875,16606.0078125,11848.8896484375,31237,0,50.70231604858562,130.8150583077877,-25.793283986195405,-73.78285501824661,-70.12183797530895,-4.761464063455718,1.4046320971712474,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,16606.0078125,16765.830078125,16568.234375,16572.306640625,11824.8427734375,29183,0,49.96006379682741,112.93040557519998,-34.94234937502651,-71.02465744824623,-73.18844765214641,-5.308253229897256,-0.0798724063451755,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
43,2015-03-04,16679.23828125,16765.830078125,16679.23828125,16761.181640625,11959.6103515625,40419,1,54.02247149141,112.69820864140274,-28.13963704705901,-34.39307766616376,-56.00192651688768,-4.602724809039777,8.044942982820013,-0.2403767378483381,0.1783237382769584,-0.8578868107870221
44,2015-03-05,16761.181640625,16940.7578125,16562.421875,16596.130859375,11841.84375,47379,-1,50.18809083950243,98.0655338084689,-34.2178495039943,-46.86157849972909,-71.02058298462607,-4.953971538248823,0.3761816790048546,-0.1394493972572187,0.3584708459675312,-0.8386179143562913
45,2015-03-06,16596.130859375,16847.7734375,16504.888671875,16683.302734375,11904.04296875,29786,1,52.12099096872119,92.43751325493577,-31.876696046021948,-52.49679953095868,-63.08845182863596,-4.692848857967884,4.241981937442393,-0.1833749863186053,0.170853640884161,-0.6135591119527817
46,2015-03-09,16683.302734375,16708.296875,16273.005859375,16310.779296875,11638.2353515625,19489,-1,44.22346761934927,57.25770711464793,-53.64520174904783,-164.46566638608394,-96.57731827400568,-6.614473696906076,-11.553064761301457,-0.3253781775478274,0.3456927947700023,-0.8887143107131124
47,2015-03-10,16310.779296875,16331.1240234375,16132.365234375,16142.8271484375,11518.396484375,57757,-1,41.19294362399776,15.644779270522122,-76.20650367453891,-221.7848506325271,-99.15918701790407,-9.088367489074974,-17.614112752004473,-0.1787287511483386,0.1898243799805641,-0.655023405328393
48,2015-03-11,16142.8271484375,16272.427734375,15800.525390625,15915.015625,11355.845703125,49010,-1,37.44468206227039,-35.309229078386124,-101.72840961875772,-224.0101348723384,-92.73585934440692,-12.29816077528944,-25.110635875459227,-0.173864023505964,0.1867876872420311,-0.5918965879827738
49,2015-03-12,16388.658203125,16388.658203125,15954.5361328125,16198.6201171875,11558.205078125,41807,1,44.246169117996985,-52.20435613931477,-94.8988293437491,-123.36403763689196,-74.74181004357072,-12.9150136544281,-11.507661764006032,-0.2496294492362614,0.2562535405158996,-0.9499210570938884
50,2015-03-13,16198.6201171875,16223.6083984375,16141.6640625,16181.7626953125,11546.177734375,54687,0,43.94034912308594,-66.19110921537867,-87.1084659358504,-98.15048817955672,-74.14282326852486,-13.490694355474558,-12.119301753828104,-0.1557092844423922,0.3074416369199753,-0.6859565284103155
51,2015-03-16,16181.7626953125,16336.935546875,15981.8486328125,16252.6669921875,11596.771484375,25297,0,45.642187281824185,-70.73889367850097,-73.32500031917816,-79.62825962211352,-62.269641678415134,-13.464233279524974,-8.715625436351623,-0.2625298525809365,0.0756298005580902,-0.7850599056109786
52,2015-03-17,16252.6669921875,16533.369140625,16252.6669921875,16347.3974609375,11664.3623046875,16873,1,47.917100515431294,-65.93898492535118,-54.820073252822695,-20.47273655630408,-52.03854408794808,-12.780267021714677,-4.165798969137407,-0.2582511430140585,0.0781060606241226,-0.7542737973853946
53,2015-03-18,16347.3974609375,16551.3828125,16272.427734375,16351.462890625,11667.2646484375,29634,0,48.01764546539268,-61.10262344937655,-39.98696942147845,-10.152555266824544,-51.682000140459294,-12.1904393663553,-3.9647090692146407,-0.2916404417267552,0.1784037165343761,-0.7828311314806342
54,2015-03-19,15772.62890625,16345.3857421875,15400.689453125,15405.3388671875,11412.525390625,74618,-1,32.36064469638748,-132.09140623159692,-88.78060176295905,-178.01267754821015,-99.69810339689164,-16.805081204128847,-35.27871060722503,-0.1668085407110907,0.2952716648578644,-0.6425903402268887
55,2015-03-20,15964.755859375,16441.14453125,15691.26953125,15837.13671875,11732.4072265625,129138,1,41.70327122829203,-151.75867060890232,-86.75829291221156,-86.89232463890329,-71.66052643259799,-17.246706674800745,-16.593457543415944,-0.186597501655342,0.2998518086969852,-0.9196430700831116
56,2015-03-23,15837.13671875,16156.197265625,15837.13671875,16137.0146484375,11954.5625,38880,1,47.16169348264713,-141.5161663071176,-61.212630888341465,-63.69773127372758,-52.18879793028668,-15.57615466739947,-5.6766130347057295,-0.2031288192990948,0.3092670850455761,-0.6987639646977186
57,2015-03-24,16137.0146484375,16614.14453125,15836.55859375,16463.04296875,12196.0908203125,15659,1,52.38193062795918,-105.87073520464035,-20.45375982869137,20.452349447768544,-31.01906748761913,-12.279490314914018,4.763861255918341,-0.322404743405059,0.1461553424596786,-0.8400453384965658
58,2015-03-25,16463.04296875,16499.076171875,16039.9609375,16275.330078125,12057.029296875,95255,-1,49.35832457146361,-91.71114672458316,-5.035337078907332,23.67196046823541,-39.55840611574733,-10.70407874236431,-1.2833508570727667,-0.2057243584153744,0.2818583250045776,-0.7956058774143457
59,2015-03-26,16272.427734375,16863.330078125,15907.45703125,16058.55859375,11896.443359375,17983,-1,46.05243003807356,-96.86462291713542,-8.15105061716767,44.497307155414966,-55.02181948316935,-10.526850888972994,-7.895139923852875,-0.3722486111690246,0.176946222782135,-0.9504663380794228
60,2015-03-27,16058.55859375,16157.353515625,15691.26953125,15855.734375,11746.1865234375,32314,-1,43.140907193914416,-115.97808612592053,-21.811611060762218,-105.5362668212464,-68.88880876838766,-11.326051021015152,-13.718185612171172,-0.375158128910698,0.2677786648273468,-0.9398598871193826
61,2015-03-30,15855.734375,16272.427734375,15853.994140625,16060.3046875,11897.7353515625,53407,1,46.79459065686489,-113.31233480943229,-15.31668779541917,-30.790018598136484,-54.90243993633091,-10.782341416728578,-6.4108186862702174,-0.2956503584282473,0.2048066779971122,-0.9257670883089304
62,2015-03-31,16060.3046875,16272.427734375,15980.685546875,16223.0302734375,12018.28515625,71832,1,49.57055025826634,-96.95151612703376,0.8353047095834967,5.689816394454545,-43.77697390208206,-9.44858123141162,-0.8588994834673025,-0.2698575488602122,0.5140239931643009,-0.876323708333075
63,2015-04-01,16223.0302734375,16737.349609375,16221.283203125,16660.0546875,12342.0380859375,38149,1,56.18263152884945,-48.166003887949046,39.69665355893457,148.03699712845437,-13.89783567819334,-6.037457304240763,12.365263057698892,-0.2871544910594821,0.0353643894195556,-0.9386380640789866
64,2015-04-02,16660.0546875,16853.001953125,16563.0078125,16746.0703125,12405.7607421875,10483,1,57.36744941856397,-2.533190835814821,68.26357328885504,168.9515100314387,-8.016990887628328,-2.946383966751855,14.73489883712794,-0.1057922983542084,0.2942120730876922,-0.5387481655925512
65,2015-04-06,16679.23828125,17284.9140625,16561.84375,16594.390625,12293.39453125,6532,-1,54.56551277203394,21.148077262991137,73.5558731101288,157.40710757671815,-36.64761802092414,-1.2451924057006467,9.13102554406787,-0.2735718421476042,0.4991047717630863,-0.8560407441109419
66,2015-04-07,16594.390625,16789.65625,16010.9072265625,16655.412109375,12338.599609375,26870,0,55.507021341595625,44.32858433028014,77.38910414193424,61.04180589924007,-33.409071826835266,0.4160499577308427,11.014042683191246,-0.3001584136749015,0.1080725267529487,-0.838033527135849
67,2015-04-08,16655.412109375,16679.23828125,16391.560546875,16535.109375,12249.4765625,38860,-1,53.16783387983692,52.387981890633455,68.35880136183005,69.36588202625978,-39.79380609770888,1.1465762574140486,6.335667759673839,-0.1927453694291986,0.3425664901733398,-0.7833071863278747
68,2015-04-09,16535.109375,16798.376953125,16272.427734375,16700.16015625,12371.748046875,37450,1,55.91291545097794,71.27175475825425,69.79405938356068,71.13241212790977,-36.692869381061975,2.566961056024714,11.825830901955896,-0.1301995298514763,0.25650355219841,-0.5117694810032845
69,2015-04-10,16700.16015625,16940.7578125,16452.58203125,16725.732421875,12390.6953125,12803,0,56.339919357304304,87.29447258464279,68.65342176795937,88.53577706182574,-35.088228877891424,3.854148043937722,12.679838714608604,-0.1323777558902899,0.2060835286974907,-0.4865109100937843
70,2015-04-13,16725.732421875,16795.46875,16563.5859375,16702.484375,12373.47265625,26710,0,55.81069497155889,96.99853013284157,62.68598345292651,73.42561779321099,-36.54702639635467,4.790037516794382,11.621389943117777,-0.162761930619245,0.366412241011858,-0.7866540234535933
71,2015-04-14,16702.484375,16911.69921875,16563.0078125,16826.267578125,12465.1708984375,47286,1,58.06917848777017,113.37047142265146,63.246339794189126,84.94805367204036,-28.779723167954742,6.210347604841638,16.138356975540354,-0.1772259886066119,0.4051732495427131,-0.4811136610805988
72,2015-04-15,16826.267578125,17144.744140625,16568.818359375,17071.521484375,12646.859375,23167,1,62.19223817695126,144.46993394119272,75.47664185018431,115.73656444419764,-13.390224353082193,8.658114379018755,24.384476353902507,-0.4205592549405992,0.2840618267655372,-0.8771187588572502
73,2015-04-16,17068.033203125,17667.205078125,16794.890625,17574.22265625,13019.2705078125,19450,1,68.934980065388,207.29074667433812,110.63796366666378,190.9391806674149,-4.70574164334735,13.162484023891386,37.86996013077601,-0.2093278315733187,0.2941402941942215,-0.8959988076239824
74,2015-04-17,17487.044921875,18122.05859375,16979.115234375,17137.76953125,12695.9365234375,6078,-1,59.08286439407283,219.33027093336204,98.14199034055012,183.8805457022988,-43.39775534790557,13.973644511635577,18.165728788145653,-0.2639615026939856,0.2125897705554962,-0.8804016830399632
75,2015-04-20,17137.76953125,17144.166015625,16563.0078125,16771.05859375,12424.2734375,179875,-1,52.31727133559533,197.0101622082875,60.65750529238048,22.023570459554712,-63.09036167105838,12.36365377792881,4.63454267119066,-0.2379674901797746,0.2132966145873069,-0.8202598346397281
76,2015-04-21,17380.072265625,17465.591796875,16801.279296875,16843.703125,12478.0888671875,14274,0,53.45434147485439,183.072772825868,37.3760927279688,70.2886113055394,-60.55252544269432,11.463642525709032,6.908682949708769,0.0136643835844901,0.3098321110010147,-0.750944783911109
77,2015-04-22,17455.353515625,17766.72265625,16853.5859375,16991.90234375,12587.8779296875,20112,1,55.771501472686296,181.88902625473563,28.95387692546916,98.66844038020356,-53.53269630806279,11.451514129842018,11.54300294537258,-0.2022072412960586,0.1491493433713913,-0.7821517065167427
78,2015-04-23,15895.2548828125,16998.875,15895.2548828125,16759.435546875,12415.6611328125,30626,-1,51.44515750389019,160.3444202017963,5.927416698023848,-82.74804258600554,-61.19187965163423,10.08397821796072,2.890315007780379,-0.2500864375721324,0.1151988133788108,-0.813447393476963
79,2015-04-24,16759.435546875,16998.875,16331.1240234375,16851.83984375,12484.1181640625,17711,1,53.0056798723429,149.00873919648075,-4.326611445833379,-31.57580120784245,-57.04224147647163,9.440458421347326,6.0113597446858025,-0.2973674006643705,0.3718749955296516,-0.9341393392533064
80,2015-04-27,17463.78515625,18061.83203125,16853.5859375,17402.19921875,12891.8330078125,23029,1,61.03764068758768,182.33271431543835,23.19789093849937,129.71454842825588,-32.32702422149881,11.516581020297116,22.07528137517535,-0.2476589173617723,0.2616253942251205,-0.9290291494689882
81,2015-04-28,17402.19921875,17463.796875,17143.58203125,17435.322265625,12916.3701171875,29397,0,61.46452045538864,209.00567047769076,39.896677680601385,89.590952123847,-30.83955378518204,13.27997541562872,22.92904091077728,-0.3629508021819804,0.2763468027114868,-0.8475707657635212
82,2015-04-29,17435.322265625,17545.1640625,17145.328125,17380.11328125,12875.4697265625,22830,0,60.27904959575631,223.11731919623344,43.20666111931527,78.65415119100741,-33.31884659863602,14.35454699105511,20.55809919151263,-0.3003170259458863,0.4245680496096611,-0.8280559601262212
83,2015-04-30,17380.11328125,17841.5546875,17376.04296875,17721.830078125,13128.6201171875,48709,1,64.80388111990897,258.8902662996952,63.183686578221625,122.56201977653384,-17.97322833885978,16.722943220823645,29.607762239817912,-0.2258125986489984,0.3838410452008247,-0.7007143069058657
84,2015-05-04,17721.830078125,17841.5546875,17493.44140625,17768.326171875,13163.064453125,28329,0,65.38174137523751,287.67627773345885,73.57575840958822,116.94596320908434,-15.885208926927652,18.80757773310664,30.763482750475028,-0.2079816321531931,0.277476817369461,-0.611826129257679
85,2015-05-05,17768.326171875,18137.9453125,17630.59375,18114.11328125,13419.2294921875,21885,1,69.40481636333634,334.53521532848026,96.3477568036877,149.70602250770932,-1.0626536295212483,21.92701521507528,38.80963272667268,-0.1654271349310875,0.2113811448216438,-0.608090627938509
86,2015-05-06,18132.1328125,18132.1328125,17615.484375,17858.990234375,13230.2294921875,29236,-1,63.53788211183751,347.08399500032465,87.11722918042568,115.43412271091312,-12.438412115749298,22.76934531958827,27.07576422367501,-0.1206329804845154,0.2154079899191856,-0.6619560979306698
87,2015-05-07,17858.990234375,18015.318359375,17638.146484375,17863.638671875,13233.671875,46097,0,63.59826108581171,353.3311023500537,74.69146922412375,94.24945486608478,-12.23114153402003,23.45757093959357,27.196522171623428,-0.2460719948013623,0.2448988631367683,-0.91390391997993
88,2015-05-08,17863.638671875,18015.896484375,17783.435546875,17813.07421875,13196.212890625,11043,0,62.388030524752295,350.16536281807566,57.22058375371654,86.1048078078239,-14.485775185444028,23.683431031602343,24.776061049504587,-0.0582915224134922,0.3959021754562855,-0.4938259646296501
89,2015-05-11,17813.07421875,18307.060546875,17813.07421875,18301.826171875,13558.2890625,20705,1,68.6065834123289,382.6833538862629,71.790859857523,115.2985557026374,-0.2170313752055452,25.83721044984363,37.21316682465781,-0.1517024770645158,0.4156727567315101,-0.6725249718874693
90,2015-05-12,18300.0859375,18964.623046875,18074.599609375,18149.568359375,13445.4951171875,16021,-1,65.00112969237136,391.6534261888446,64.6087457280837,135.71389716130383,-26.554477792628973,26.522832354809037,30.00225938474273,-0.1901687220425198,0.3362732157111168,-0.6423140512779355
91,2015-05-13,18149.568359375,18219.3046875,18132.1328125,18165.841796875,13457.55078125,18329,0,65.21156250209079,395.5161396602271,54.7771673595729,88.07665435871297,-26.024289277268164,27.13525515621819,30.42312500418157,-0.1156535152202615,0.1790326163172722,-0.8326496975496411
92,2015-05-14,18165.841796875,18213.494140625,17550.974609375,17775.298828125,13168.2314453125,10535,-1,56.44098451634747,362.8807508311365,17.713422824385873,23.287409193983056,-45.16136927203329,24.97280483669336,12.881969032694942,-0.2363093648519781,0.3024653866887092,-0.8411444844678044
93,2015-05-15,18420.779296875,18670.115234375,17783.435546875,17783.435546875,13174.2568359375,16290,0,56.57203488691011,333.82540380457067,-9.073539361743997,68.45697711854064,-55.95294818619772,23.28119125874044,13.144069773820224,-0.3112685669523974,0.1905245631933212,-0.9415414719842374
94,2015-05-18,17783.435546875,17841.5546875,17782.857421875,17783.435546875,13174.2568359375,8517,0,56.57203488691011,307.2569649227371,-28.5135825948621,-17.918580676167174,-64.86331114264355,21.90470104803997,13.144069773820226,-0.2329936402595856,0.0927408188581466,-0.9247485985979438
95,2015-05-19,17782.857421875,17782.857421875,17434.16015625,17445.19921875,12923.6884765625,17060,-1,49.40598145431525,255.9579172312988,-63.85010422904037,-108.23120776693152,-83.51718074159481,18.505856869059684,-1.1880370913694884,-0.2298148452304303,0.1604000926017761,-0.8502620533108711
96,2015-05-20,17445.19921875,17550.974609375,16969.81640625,17216.2265625,12754.0595703125,125110,-1,45.22916962002582,194.5838313080203,-100.17935212185512,-202.9221189629246,-87.64741648479793,14.278222702164674,-9.541660759948368,-0.1194603213419516,0.2725216075778007,-0.613121198490262
97,2015-05-22,17216.2265625,17431.8359375,16912.283203125,17272.01953125,12795.392578125,26720,0,46.417852551892366,148.73196284894948,-116.82497646474076,-176.46636195418927,-82.47189279005099,11.150098933163775,-7.164294896215257,-0.2327429686672985,0.2383445538580417,-0.8825233192183077
98,2015-05-25,17272.01953125,17402.19921875,17144.744140625,17183.1015625,12729.5205078125,15901,-1,44.75093706800853,104.02001184427354,-129.22954197553338,-133.05010862006492,-86.80440960108413,8.045494619260754,-10.498125863982953,-0.3207958981705208,0.4011250212788582,-0.8888432420790195
99,2015-05-26,17183.1015625,17230.173828125,16853.5859375,16917.509765625,12532.765625,9434,-1,40.1168406365351,46.61705775264272,-149.30599685373136,-141.4736593372931,-96.971923049523,3.882604987868384,-19.7663187269298,-0.2234284155643903,0.5019913390278816,-0.8500137813389301
100,2015-05-27,16917.509765625,17289.455078125,16737.93359375,16871.599609375,12498.7548828125,27949,0,39.358129976978375,-2.550363846239634,-158.77873476209098,-117.18351099138364,-93.99709665676956,0.2354536622478721,-21.28374004604325,-0.249708379805088,0.1693929880857467,-0.78232934884727
101,2015-05-28,16871.599609375,17306.884765625,16608.91796875,16695.509765625,12368.3037109375,34096,-1,36.50627641791567,-55.089837092134985,-169.05456640638906,-109.36207785374182,-96.32416648080914,-3.772471984820575,-26.98744716416866,-0.2548977654161198,0.1362132579088211,-0.8002504138275981
102,2015-05-29,16695.509765625,17144.166015625,16612.982421875,16752.4609375,12410.4951171875,142193,0,38.06925178170213,-91.08232421963476,-164.03764282711106,-97.11127799052755,-93.90658151213684,-6.685675590567096,-23.86149643659574,-0.1071828777901828,0.503062080591917,-0.7974981786683202
103,2015-06-01,16752.4609375,16969.81640625,16446.19140625,16581.60546875,12283.923828125,22901,-1,35.26464634750248,-131.87308714893152,-163.86272460512626,-105.77033701125802,-94.62307968516492,-10.04047396413692,-29.47070730499504,-0.3126124762929976,0.3202454522252083,-0.8187549719586968
