,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
14,2015-01-22,1349.5,1360.0,1335.0999755859375,1347.4000244140625,869.4702758789062,1795518,0,-0.1235513438542301,0.5831749923527241,-0.8099315883591771
15,2015-01-23,1347.4000244140625,1359.800048828125,1315.0999755859375,1338.9000244140625,863.9849853515625,873438,-1,-0.2476105256202189,0.2494212090969085,-0.7846500054001808
16,2015-01-26,1338.9000244140625,1340.0,1279.300048828125,1305.9000244140625,842.6903076171875,1904166,-1,-0.2571392083274467,0.1774239838123321,-0.8037086445838213
17,2015-01-27,1305.9000244140625,1336.0,1284.9000244140625,1333.199951171875,860.3070678710938,1359196,1,-0.1604444564975522,0.2819506004452705,-0.7552006272599101
18,2015-01-28,1333.199951171875,1365.199951171875,1315.0999755859375,1348.0999755859375,869.921875,1079183,1,-0.3175651669088337,0.070633016526699,-0.8526800498366356
19,2015-01-29,1348.0999755859375,1420.5999755859375,1340.5,1401.199951171875,904.18701171875,1914749,1,-0.27244178194087,0.2147879526019096,-0.9242369290441276
20,2015-01-30,1401.199951171875,1560.0,1395.0,1551.0999755859375,1000.9165649414062,1580425,1,-0.1676338016986847,0.3372390754520893,-0.8710213396698236
21,2015-02-02,1551.0999755859375,1625.0,1529.9000244140625,1589.0,1025.37353515625,3735151,1,-0.3578003008539478,0.0413495078682899,-0.8496994795277715
22,2015-02-03,1589.0,1635.199951171875,1560.0,1623.4000244140625,1047.5716552734375,2800310,1,-0.2592278154566884,0.3228999078273773,-0.6959863156080246
23,2015-02-04,1623.4000244140625,1640.0999755859375,1625.199951171875,1628.5999755859375,1050.927001953125,1625098,0,-0.2753705017268658,0.4727851673960686,-0.9210211783647536
24,2015-02-05,1628.5999755859375,1635.0,1570.0,1590.0999755859375,1026.083251953125,1465270,-1,-0.1915764014490626,0.015204794704914,-0.6180590186268091
25,2015-02-06,1590.0999755859375,1597.300048828125,1580.0,1584.5,1022.4696655273438,2970521,0,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356
26,2015-02-09,1584.5,1584.0,1540.0999755859375,1554.4000244140625,1003.0462646484376,831239,-1,-0.2909071275240017,0.1737270653247833,-0.8554051211103797
27,2015-02-10,1554.4000244140625,1544.9000244140625,1511.0,1518.699951171875,980.0093383789062,1901215,-1,-0.2140920244157314,0.0268311724066734,-0.8350177556276321
28,2015-02-11,1518.699951171875,1638.0999755859375,1501.0999755859375,1553.9000244140625,1002.7236328125,758072,1,-0.1646543627915283,0.3077328130602836,-0.6600758377462626
29,2015-02-12,1553.9000244140625,1590.0999755859375,1550.0,1583.5,1021.8242797851562,929615,1,-0.3149562740529125,0.3600782565772533,-0.8706616777926683
30,2015-02-13,1583.5,1593.0,1547.0,1564.300048828125,1009.4346313476562,644455,-1,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,1564.300048828125,1600.0,1565.0,1586.800048828125,1023.9537353515624,185457,1,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,1586.800048828125,1590.0,1565.0,1587.4000244140625,1024.3409423828125,326403,0,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,1587.4000244140625,1600.0,1550.199951171875,1594.9000244140625,1029.1806640625,1459868,0,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,1594.9000244140625,1595.0,1575.0,1577.800048828125,1018.1461181640624,377725,-1,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,1577.800048828125,1590.0,1530.0,1536.5,991.4955444335938,3284242,-1,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,1536.5,1580.0,1536.5,1556.5999755859375,1004.4656982421876,2820476,1,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,1556.5999755859375,1570.0,1535.0,1539.800048828125,993.6251831054688,810661,-1,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,1539.800048828125,1570.0,1500.0,1515.5999755859375,978.0087280273438,27080078,-1,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,1515.5999755859375,1530.0,1501.699951171875,1511.300048828125,975.2341918945312,2815110,0,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,1511.300048828125,1540.0,1511.0,1527.800048828125,985.8814086914062,1284313,1,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,1527.800048828125,1530.0,1490.0,1497.4000244140625,966.2643432617188,418914,-1,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,1497.4000244140625,1510.0,1480.0,1489.699951171875,961.2954711914062,1438784,-1,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
43,2015-03-04,1489.699951171875,1491.0,1461.0,1480.199951171875,955.165283203125,715529,-1,-0.2403767378483381,0.1783237382769584,-0.8578868107870221
44,2015-03-05,1480.199951171875,1490.0,1450.0,1459.9000244140625,942.0659790039062,5501363,-1,-0.1394493972572187,0.3584708459675312,-0.8386179143562913
45,2015-03-06,1459.9000244140625,1482.300048828125,1380.0,1466.0,946.0022583007812,2149538,0,-0.1833749863186053,0.170853640884161,-0.6135591119527817
46,2015-03-09,1466.0,1464.9000244140625,1429.0,1434.199951171875,925.4817504882812,1008831,-1,-0.3253781775478274,0.3456927947700023,-0.8887143107131124
47,2015-03-10,1444.800048828125,1444.800048828125,1410.0,1415.5999755859375,913.4793090820312,1189169,-1,-0.1787287511483386,0.1898243799805641,-0.655023405328393
48,2015-03-11,1423.0,1439.9000244140625,1358.0,1371.800048828125,885.21533203125,1839101,-1,-0.173864023505964,0.1867876872420311,-0.5918965879827738
49,2015-03-12,1380.0,1419.9000244140625,1331.0,1353.0999755859375,873.1483154296875,710724,-1,-0.2496294492362614,0.2562535405158996,-0.9499210570938884
50,2015-03-13,1353.0999755859375,1354.0,1330.0,1331.5,859.2100219726562,528246,-1,-0.1557092844423922,0.3074416369199753,-0.6859565284103155
51,2015-03-16,1331.5,1375.0,1339.699951171875,1365.0,880.827392578125,457920,1,-0.2625298525809365,0.0756298005580902,-0.7850599056109786
52,2015-03-17,1365.0,1408.9000244140625,1370.0,1396.4000244140625,901.0895385742188,798216,1,-0.2582511430140585,0.0781060606241226,-0.7542737973853946
53,2015-03-18,1396.4000244140625,1429.800048828125,1367.699951171875,1375.4000244140625,887.5384521484375,1705242,-1,-0.2916404417267552,0.1784037165343761,-0.7828311314806342
54,2015-03-19,1390.0,1407.199951171875,1380.0,1394.300048828125,899.7345581054688,1630588,1,-0.1668085407110907,0.2952716648578644,-0.6425903402268887
55,2015-03-20,1394.300048828125,1419.0,1390.0,1398.800048828125,902.6383056640624,981922,0,-0.186597501655342,0.2998518086969852,-0.9196430700831116
56,2015-03-23,1398.800048828125,1407.0,1380.0,1384.800048828125,893.604248046875,638278,-1,-0.2031288192990948,0.3092670850455761,-0.6987639646977186
57,2015-03-24,1404.4000244140625,1404.4000244140625,1382.699951171875,1395.4000244140625,900.4443359375,858167,1,-0.322404743405059,0.1461553424596786,-0.8400453384965658
58,2015-03-25,1395.4000244140625,1410.199951171875,1394.699951171875,1404.5999755859375,906.381103515625,768201,1,-0.2057243584153744,0.2818583250045776,-0.7956058774143457
59,2015-03-26,1400.0999755859375,1425.0999755859375,1389.9000244140625,1416.4000244140625,913.9956665039062,2397986,1,-0.3722486111690246,0.176946222782135,-0.9504663380794228
60,2015-03-27,1415.0,1460.0,1415.0,1452.5999755859375,937.355224609375,676804,1,-0.375158128910698,0.2677786648273468,-0.9398598871193826
61,2015-03-30,1452.5999755859375,1480.0,1426.0,1468.5999755859375,947.6799926757812,881003,1,-0.2956503584282473,0.2048066779971122,-0.9257670883089304
62,2015-03-31,1468.5999755859375,1489.0,1455.0,1479.699951171875,954.8427124023438,2124400,1,-0.2698575488602122,0.5140239931643009,-0.876323708333075
63,2015-04-01,1479.699951171875,1499.9000244140625,1480.0,1498.699951171875,967.1032104492188,1235927,1,-0.2871544910594821,0.0353643894195556,-0.9386380640789866
64,2015-04-02,1498.699951171875,1540.0999755859375,1498.699951171875,1535.0,990.52734375,1465123,1,-0.1057922983542084,0.2942120730876922,-0.5387481655925512
65,2015-04-06,1535.0,1547.5,1500.0,1530.5,987.623779296875,1099914,0,-0.2735718421476042,0.4991047717630863,-0.8560407441109419
66,2015-04-07,1520.0,1539.800048828125,1500.0,1533.800048828125,989.7532958984376,2444699,0,-0.3001584136749015,0.1080725267529487,-0.838033527135849
67,2015-04-08,1533.800048828125,1570.0,1527.199951171875,1567.199951171875,1011.305908203125,1455417,1,-0.1927453694291986,0.3425664901733398,-0.7833071863278747
68,2015-04-09,1567.199951171875,1595.0,1564.0,1588.5999755859375,1025.115234375,2954598,1,-0.1301995298514763,0.25650355219841,-0.5117694810032845
69,2015-04-10,1588.5999755859375,1595.0,1585.0,1587.300048828125,1024.2763671875,1564499,0,-0.1323777558902899,0.2060835286974907,-0.4865109100937843
70,2015-04-13,1587.300048828125,1625.0,1562.0,1566.699951171875,1010.9832763671876,1955057,-1,-0.162761930619245,0.366412241011858,-0.7866540234535933
71,2015-04-14,1565.0,1575.0,1525.0,1559.4000244140625,1006.2727661132812,1609806,0,-0.1772259886066119,0.4051732495427131,-0.4811136610805988
72,2015-04-15,1559.4000244140625,1625.0,1557.0,1584.300048828125,1022.3404541015624,834677,1,-0.4205592549405992,0.2840618267655372,-0.8771187588572502
73,2015-04-16,1584.300048828125,1626.0,1560.0,1594.0999755859375,1028.664306640625,969366,1,-0.2093278315733187,0.2941402941942215,-0.8959988076239824
74,2015-04-17,1594.0999755859375,1610.0,1572.0,1582.800048828125,1021.3729248046876,782477,-1,-0.2639615026939856,0.2125897705554962,-0.8804016830399632
75,2015-04-20,1582.800048828125,1600.0,1575.5999755859375,1595.5999755859375,1029.63232421875,432203,1,-0.2379674901797746,0.2132966145873069,-0.8202598346397281
76,2015-04-21,1598.0,1598.0,1570.0,1576.199951171875,1017.1135864257812,1015436,-1,0.0136643835844901,0.3098321110010147,-0.750944783911109
77,2015-04-22,1576.199951171875,1585.0,1575.0,1581.4000244140625,1020.4691162109376,796688,0,-0.2022072412960586,0.1491493433713913,-0.7821517065167427
78,2015-04-23,1581.4000244140625,1582.0,1560.0,1575.9000244140625,1016.9200439453124,945668,0,-0.2500864375721324,0.1151988133788108,-0.813447393476963
79,2015-04-24,1575.9000244140625,1617.0,1575.0,1602.0999755859375,1033.8267822265625,1684286,1,-0.2973674006643705,0.3718749955296516,-0.9341393392533064
80,2015-04-27,1602.199951171875,1659.0,1602.199951171875,1648.199951171875,1063.5748291015625,1800848,1,-0.2476589173617723,0.2616253942251205,-0.9290291494689882
81,2015-04-28,1648.199951171875,1660.0,1621.0,1624.9000244140625,1048.53955078125,1377831,-1,-0.3629508021819804,0.2763468027114868,-0.8475707657635212
82,2015-04-29,1624.9000244140625,1629.0,1601.0,1605.5,1036.0208740234375,955325,-1,-0.3003170259458863,0.4245680496096611,-0.8280559601262212
83,2015-04-30,1605.5,1611.199951171875,1561.0,1584.800048828125,1022.6630859375,1429709,-1,-0.2258125986489984,0.3838410452008247,-0.7007143069058657
84,2015-05-04,1584.800048828125,1616.699951171875,1573.300048828125,1593.5999755859375,1028.341796875,611555,1,-0.2079816321531931,0.277476817369461,-0.611826129257679
85,2015-05-05,1598.5,1620.0,1592.9000244140625,1612.800048828125,1040.7313232421875,368765,1,-0.1654271349310875,0.2113811448216438,-0.608090627938509
86,2015-05-06,1612.800048828125,1649.0,1596.0,1640.300048828125,1058.47705078125,784863,1,-0.1206329804845154,0.2154079899191856,-0.6619560979306698
87,2015-05-07,1640.300048828125,1664.0,1645.0,1658.0999755859375,1069.9632568359375,1072809,1,-0.2460719948013623,0.2448988631367683,-0.91390391997993
88,2015-05-08,1658.0999755859375,1650.0,1605.0,1616.699951171875,1048.1727294921875,540528,-1,-0.0582915224134922,0.3959021754562855,-0.4938259646296501
89,2015-05-11,1616.699951171875,1620.0,1600.0,1606.800048828125,1041.754150390625,643890,-1,-0.1517024770645158,0.4156727567315101,-0.6725249718874693
90,2015-05-12,1606.800048828125,1619.5,1600.0,1608.4000244140625,1042.791259765625,586424,0,-0.1901687220425198,0.3362732157111168,-0.6423140512779355
91,2015-05-13,1608.4000244140625,1615.0,1570.0,1590.0,1030.8619384765625,1112022,-1,-0.1156535152202615,0.1790326163172722,-0.8326496975496411
92,2015-05-14,1590.0,1600.0,1580.0,1589.800048828125,1030.7322998046875,285802,0,-0.2363093648519781,0.3024653866887092,-0.8411444844678044
93,2015-05-15,1589.800048828125,1598.9000244140625,1578.0,1579.199951171875,1023.8599853515624,1303309,-1,-0.3112685669523974,0.1905245631933212,-0.9415414719842374
94,2015-05-18,1600.0,1600.0,1570.0999755859375,1585.9000244140625,1028.2037353515625,368499,0,-0.2329936402595856,0.0927408188581466,-0.9247485985979438
95,2015-05-19,1586.199951171875,1597.9000244140625,1580.0,1582.5999755859375,1026.064208984375,423472,0,-0.2298148452304303,0.1604000926017761,-0.8502620533108711
96,2015-05-20,1582.5999755859375,1590.0,1582.0,1582.4000244140625,1025.9346923828125,218624,0,-0.1194603213419516,0.2725216075778007,-0.613121198490262
97,2015-05-22,1582.4000244140625,1599.9000244140625,1583.0,1588.4000244140625,1029.82470703125,333221,0,-0.2327429686672985,0.2383445538580417,-0.8825233192183077
98,2015-05-25,1588.4000244140625,1590.0,1565.0,1570.0,1017.8949584960938,231410,-1,-0.3207958981705208,0.4011250212788582,-0.8888432420790195
99,2015-05-26,1570.0,1570.0,1545.0,1549.0999755859375,1004.3446044921876,505121,-1,-0.2234284155643903,0.5019913390278816,-0.8500137813389301
100,2015-05-27,1549.0999755859375,1590.0,1539.800048828125,1542.800048828125,1000.2601928710938,1069018,0,-0.249708379805088,0.1693929880857467,-0.78232934884727
101,2015-05-28,1542.800048828125,1569.9000244140625,1537.0,1549.800048828125,1004.798583984375,200737,0,-0.2548977654161198,0.1362132579088211,-0.8002504138275981
102,2015-05-29,1549.800048828125,1580.0,1548.9000244140625,1569.300048828125,1017.441162109375,1852353,1,-0.1071828777901828,0.503062080591917,-0.7974981786683202
103,2015-06-01,1569.300048828125,1580.199951171875,1550.0999755859375,1555.0,1008.1701049804688,1497656,-1,-0.3126124762929976,0.3202454522252083,-0.8187549719586968
104,2015-06-02,1555.0,1570.0,1532.199951171875,1549.5,1004.6040649414062,2198173,0,-0.3305706158280372,0.1114782094955444,-0.7533115558326244
105,2015-06-03,1549.5,1551.0,1527.800048828125,1536.0,995.8515014648438,211916,-1,0.0,0.0,0.0
106,2015-06-04,1536.0,1530.0,1486.0,1495.699951171875,969.723388671875,897124,-1,-0.211309777572751,-0.0487794131040573,-0.5138234160840511
107,2015-06-05,1495.699951171875,1510.0,1471.0,1483.699951171875,961.9432983398438,397529,-1,-0.4912819236051291,-0.3457104004919529,-0.7340087397024035
108,2015-06-08,1483.699951171875,1510.0,1479.5999755859375,1494.199951171875,968.7509765625,295853,1,-0.3310998560627922,0.2535467818379402,-0.8161758268252015
109,2015-06-09,1494.199951171875,1490.0,1460.0,1467.300048828125,951.3106079101562,1459664,-1,-0.3107301898300648,0.2784589938819408,-0.7959045739844441
110,2015-06-10,1467.300048828125,1518.9000244140625,1465.0,1489.4000244140625,965.6387329101562,1355392,1,-0.2405887399800121,0.1253152713179588,-0.8545443750917912
111,2015-06-11,1489.4000244140625,1525.0,1505.0999755859375,1522.300048828125,986.9692993164062,1272914,1,-0.6646245682612062,0.0291532427072525,-0.9093401683494448
112,2015-06-12,1525.0,1556.0,1510.5999755859375,1552.9000244140625,1006.8084106445312,516333,1,-0.2825145883751767,0.2216266617178917,-0.8526358623057604
113,2015-06-15,1552.9000244140625,1552.9000244140625,1499.9000244140625,1533.699951171875,994.3603515625,267535,-1,-0.2621139895636588,0.2569153234362602,-0.7535577919334173
114,2015-06-16,1533.699951171875,1599.0,1520.0,1562.0,1012.7083740234376,1566257,1,-0.577617878759546,-0.1015080362558364,-0.8286529639735818
115,2015-06-17,1562.0,1580.0,1546.0,1578.0,1023.0819702148438,874917,1,-0.316553049099942,0.201176717877388,-0.7689981078729033
116,2015-06-18,1578.0,1584.9000244140625,1503.0,1547.5999755859375,1003.3722534179688,557107,-1,-0.2247955609733859,0.1605156362056732,-0.6164412889629602
117,2015-06-19,1547.5999755859375,1565.0,1540.0,1553.300048828125,1007.068115234375,732346,0,0.0599255288640658,0.448060929775238,-0.22197125852108
118,2015-06-22,1540.0,1577.0999755859375,1540.0,1556.9000244140625,1009.40185546875,279405,0,-0.1448767234881719,0.1251410394906997,-0.3091771528124809
119,2015-06-23,1556.9000244140625,1589.0,1550.0,1561.199951171875,1012.1898803710938,759566,0,-0.39688393819545,0.7223165165632963,-0.8253336288034916
120,2015-06-24,1570.0,1570.0,1530.0,1539.0,997.7962646484376,1547293,-1,-0.2832922564353793,0.1944756135344505,-0.8828433747403324
121,2015-06-25,1539.0,1545.0,1475.5,1502.5999755859375,974.1969604492188,555822,-1,-0.4196908697485924,-0.0245701074600219,-0.7819460034370422
122,2015-06-26,1502.5999755859375,1540.0,1495.0,1511.5999755859375,980.031982421875,468839,1,0.0104032903909683,0.0104032903909683,0.0104032903909683
123,2015-06-30,1500.0,1548.0,1480.0,1538.199951171875,997.2777709960938,2629093,1,-0.2797863986343145,-0.0221519693732261,-0.4471094589680433
124,2015-07-01,1538.199951171875,1519.9000244140625,1500.0999755859375,1501.5999755859375,973.5485229492188,1159477,-1,-0.2595546813099645,0.2387620061635971,-0.8803024697117507
125,2015-07-02,1500.0,1538.0,1500.0,1514.5,981.912109375,252414,1,-0.293475940823555,0.2852612994611263,-0.8756326846778393
126,2015-07-03,1514.5,1515.0,1500.300048828125,1511.0,979.6428833007812,26706,0,-0.3756246184930205,0.3288353011012077,-0.7486153095960617
127,2015-07-06,1455.0,1500.0999755859375,1455.0,1479.4000244140625,959.155517578125,801989,-1,-0.3275232665551205,0.0556844770908355,-0.9291523713618516
128,2015-07-07,1479.4000244140625,1470.0,1439.800048828125,1446.5,937.8250122070312,804820,-1,-0.4444987369128145,0.1275801062583923,-0.8436329113319516
129,2015-07-08,1446.5,1460.0,1402.0999755859375,1418.199951171875,919.4768676757812,479657,-1,-0.2812031279318034,0.1446502804756164,-0.8598426869139075
130,2015-07-09,1430.0,1445.0,1419.4000244140625,1423.4000244140625,922.8483276367188,343243,0,-0.2952630860317085,0.1424863338470459,-0.8902870621532202
131,2015-07-10,1430.0,1480.0,1420.0,1466.300048828125,950.662353515625,2208290,1,-0.2726664513659974,0.2580986246466636,-0.9111819225363432
132,2015-07-13,1466.300048828125,1510.0,1470.0,1508.5999755859375,978.0870971679688,1913268,1,-0.3937461862473616,0.1450005620718002,-0.9115920821204782
133,2015-07-14,1508.5999755859375,1540.0999755859375,1460.0,1528.5,990.989013671875,808365,1,-0.2234004664234817,0.4521171860396862,-0.8299813717603683
134,2015-07-15,1528.5,1525.0,1491.0,1503.9000244140625,975.0397338867188,523311,-1,-0.3535621662491134,-0.0076609998941421,-0.7075417162850499
135,2015-07-17,1503.9000244140625,1510.9000244140625,1444.300048828125,1476.5999755859375,957.3402099609376,143423,-1,-0.3633564270101487,0.2838358804583549,-0.8370378986001015
136,2015-07-20,1476.5999755859375,1500.0,1475.0,1487.4000244140625,964.3421630859376,236960,1,-0.3469861719225134,0.3849223107099533,-0.8547771396115422
137,2015-07-21,1487.4000244140625,1495.0,1475.0,1494.699951171875,969.0751342773438,589206,0,-0.2291545267216861,0.3476794436573982,-0.5634066089987755
138,2015-07-22,1494.699951171875,1494.0,1470.0,1471.300048828125,953.9039306640624,458706,-1,-0.3508281788256551,0.1186045333743095,-0.9231876214034856
139,2015-07-23,1471.300048828125,1486.300048828125,1465.0,1481.699951171875,960.6466674804688,286566,1,-0.3253818776990686,0.0824355632066726,-0.7928121127188206
140,2015-07-24,1481.699951171875,1479.0,1429.9000244140625,1431.5999755859375,928.1647338867188,749970,-1,-0.4953472767956555,-0.1380598023533821,-0.8526347512379289
141,2015-07-27,1431.5999755859375,1483.0,1350.199951171875,1392.9000244140625,903.073974609375,685571,-1,-0.3186619521584362,0.2856585085391998,-0.8435889622196555
142,2015-07-28,1395.5,1470.0,1350.0,1351.5999755859375,876.2974243164062,1006568,-1,-0.2625626387695471,0.1901486292481422,-0.6152561418712139
143,2015-07-29,1369.0,1429.0999755859375,1360.0,1382.5,896.331298828125,1084625,1,-0.3445589546010726,0.0358482301235199,-0.8568695853464305
144,2015-07-30,1382.5,1429.0999755859375,1372.0,1398.5,906.7046508789062,334527,1,-0.3932051913191874,-0.1209144443273544,-0.5436852909624577
145,2015-07-31,1398.5,1448.0,1398.0,1442.0,934.9075317382812,470955,1,-0.4790270710363984,0.2021205686032772,-0.8827735092490911
146,2015-08-03,1442.0,1442.0,1381.0,1414.0999755859375,916.81884765625,315771,-1,-0.2547830398194491,0.4856834933161735,-0.835499863140285
147,2015-08-04,1414.0999755859375,1440.0,1400.0,1432.5,928.7482299804688,376931,1,-0.2151604420505464,0.2909804657101631,-0.5322046130895615
148,2015-08-05,1439.0,1448.0,1401.300048828125,1439.199951171875,933.0921630859376,260641,0,0.0843471055850386,0.4115235619246959,-0.4161247164011001
149,2015-08-06,1439.199951171875,1430.0,1399.9000244140625,1401.9000244140625,908.9089965820312,546635,-1,-0.5459644957445562,-0.0424653738737106,-0.819266333244741
150,2015-08-07,1400.0,1410.0,1371.0,1385.300048828125,898.1465454101562,557991,-1,-0.3708854760043323,0.2331958189606666,-0.8605103874579072
151,2015-08-10,1385.300048828125,1380.0,1355.0999755859375,1367.0999755859375,886.3467407226562,1288764,-1,-0.4415932389286657,0.0126113966107368,-0.8083871379494667
152,2015-08-11,1367.0999755859375,1365.0,1333.0,1340.300048828125,868.97119140625,1691696,-1,-0.3379271706300122,0.0610052272677421,-0.7433745227754116
153,2015-08-12,1340.0,1350.0,1305.0999755859375,1335.5,865.8591918945312,2622504,0,-0.1815747606257597,0.0922607779502868,-0.5880153439939022
154,2015-08-13,1335.5,1354.9000244140625,1335.0,1350.4000244140625,875.5194091796875,529257,1,-0.3162603586912155,0.0561836063861846,-0.4692630134522915
155,2015-08-14,1350.4000244140625,1375.0,1349.0999755859375,1361.0999755859375,882.456787109375,262491,1,-0.3651071917265653,0.2146756798028946,-0.7675620038062334
156,2015-08-17,1361.0999755859375,1361.0999755859375,1335.0,1338.800048828125,867.9987182617188,585076,-1,-0.2018717851689351,0.4121991544961929,-0.87019820837304
157,2015-08-18,1338.800048828125,1337.5999755859375,1318.0,1327.800048828125,860.8670654296875,359642,-1,-0.0487416622539361,0.2474530898034572,-0.5588154196739197
158,2015-08-19,1327.800048828125,1341.0,1315.0,1333.300048828125,864.43310546875,454380,0,-0.1500828526914119,0.7161994613707066,-0.7440298572182655
159,2015-08-20,1333.300048828125,1363.5,1344.9000244140625,1350.0999755859375,875.324951171875,660978,1,-0.4673948323354125,0.0222080573439598,-0.8599310461431742
160,2015-08-21,1350.0999755859375,1349.9000244140625,1307.0,1312.0999755859375,850.68798828125,807535,-1,-0.2066526305861771,0.2812525704503059,-0.8737166784703732
161,2015-08-24,1299.9000244140625,1300.0,1245.0,1274.5,826.3104858398438,855783,-1,0.0073492651184399,0.5669887568801641,-0.6235776636749506
162,2015-08-25,1300.0,1316.0,1275.300048828125,1285.699951171875,833.57177734375,768249,1,-0.3208649834956635,0.334630262106657,-0.7876251637935638
163,2015-08-26,1285.699951171875,1300.0,1250.0,1257.9000244140625,815.5479125976562,791347,-1,-0.0756584438495338,0.3984538838267326,-0.7988289017230272
164,2015-08-27,1270.0,1343.699951171875,1265.4000244140625,1329.5,861.9690551757812,714421,1,-0.3694445765059855,-0.0249542593955993,-0.7964933663606644
165,2015-08-28,1328.0,1400.0,1310.0,1373.0,890.1719970703125,986407,1,-0.3859574628528207,0.2252937480807304,-0.9197186320088804
166,2015-08-31,1371.0,1470.0,1345.0,1408.5999755859375,913.2528686523438,1498514,1,-0.2724894325678738,0.3229316398501396,-0.9238132000900804
167,2015-09-01,1408.5999755859375,1405.0,1360.0,1381.800048828125,895.87744140625,1274526,-1,-0.3993966610170901,-0.0533360391855239,-0.8644838598556817
168,2015-09-02,1385.0,1425.0,1385.0,1414.0,916.75390625,1166114,1,-0.3657259525997298,0.1126362234354019,-0.8467998541891575
169,2015-09-03,1414.0,1490.0,1410.0,1475.699951171875,956.756591796875,606172,1,-0.2830477359704673,0.3342000655829906,-0.785444114357233
170,2015-09-04,1474.0,1474.0,1411.0,1441.199951171875,934.3887939453124,728790,-1,-0.1328393096725146,0.1372562199831009,-0.5177019760012627
171,2015-09-07,1441.199951171875,1475.0,1441.199951171875,1463.4000244140625,948.7819213867188,1037902,1,-0.1456899347582033,0.3693491965532303,-0.6538289021700621
172,2015-09-08,1470.0,1509.800048828125,1470.0,1486.5999755859375,963.8234252929688,609120,1,-0.1958234043171008,0.0832641720771789,-0.4292435348033905
173,2015-09-09,1491.0,1498.9000244140625,1435.0,1453.4000244140625,942.2985229492188,249669,-1,-0.3140093463339976,0.3092564083635807,-0.8718721345067024
174,2015-09-10,1453.4000244140625,1499.9000244140625,1399.0,1485.4000244140625,963.04541015625,768630,1,-0.6047016560499158,0.1459220051765442,-0.8273001406341791
