,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,CCI_14,WILLR_14,TSI_13_25_13,CMO,COPP,ATR_14,RSI_14,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
30,2015-02-13,16579.857421875,17289.455078125,16432.828125,16743.162109375,11946.7548828125,32040,1,101.72070413455587,-25.75363605225456,-14.648658003901804,17.869743090252676,8.800209218791343,421.4308246610385,58.93487154512634,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,16853.5859375,17248.771484375,16853.5859375,17018.63671875,12143.3134765625,27700,1,115.98994191463632,-12.767064309048791,-11.118544905203322,26.53894714638183,10.9417669014071,428.11556268145273,63.26947357319092,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,16679.81640625,16857.07421875,16679.81640625,16743.74609375,11947.1689453125,31816,-1,71.01976773653391,-25.726105547718923,-9.736241543287973,13.647572124808958,12.212588944860466,421.0806588285489,56.82378606240448,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,16766.408203125,16853.5859375,16766.408203125,16796.052734375,11984.4921875,81643,0,76.16187220857952,-23.9154153426844,-8.331711817164873,15.413439069937072,13.038458120494528,396.7393311120209,57.706719534968535,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,16796.052734375,16969.232421875,16794.890625,16941.919921875,12088.572265625,26289,1,88.7903090115427,-16.935846930355137,-6.330076231575944,20.307680150582343,13.318314677045038,379.4633140988437,60.15384007529117,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,16941.919921875,17022.1171875,16882.638671875,16983.181640625,12118.0146484375,23818,0,94.37463429134176,-17.864582472973055,-4.474469740438573,21.68802174029784,13.52662923048818,360.93693547791617,60.844010870148914,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,17022.1171875,17376.626953125,17022.1171875,17202.27734375,12274.345703125,58363,1,146.1357748357454,-13.043618027011584,-1.6701608407719488,28.74556034595988,13.303437402121792,363.43212536798814,64.37278017297994,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,17202.27734375,17274.921875,16277.6552734375,16527.55078125,11792.9091796875,81974,-1,-12.263075732646325,-69.5386293726876,-3.193684392002145,-0.8799169269023932,10.874672309887366,411.8245015488638,49.5600415365488,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,16527.55078125,16998.875,16527.55078125,16698.998046875,11915.2412109375,93798,1,-4.831488417938287,-56.87779207685435,-3.380932784273306,5.096006451424585,9.50821061616171,416.34498088213246,52.54800322571229,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,16698.998046875,16911.69921875,16563.0078125,16682.724609375,11903.630859375,69489,0,-20.05947330844629,-62.84213319182808,-3.6130620476161055,4.463451736722677,7.8007755161168175,411.2282755620616,52.23172586836133,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,16682.724609375,16728.634765625,16563.0078125,16585.091796875,11833.9658203125,80729,-1,-53.87695619785026,-71.68408950207836,-4.316912634596298,0.5531632074236006,5.684126279894555,392.7309429915241,50.2765816037118,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,16585.091796875,16679.23828125,16504.888671875,16606.0078125,11848.8896484375,31237,0,-73.78285501824661,-70.12183797530895,-4.761464063455718,1.4046320971712474,4.252791613621339,376.3473343411585,50.70231604858562,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,16606.0078125,16765.830078125,16568.234375,16572.306640625,11824.8427734375,29183,0,-71.02465744824623,-73.18844765214641,-5.308253229897256,-0.0798724063451755,2.650355284517863,362.984891767775,49.96006379682741,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
