,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,Histogram,CCI_14,WILLR_14,ROC_10,TSI_13_25_13,CMO,COPP,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
24,2015-02-05,5730.39990234375,5900.0,5765.10009765625,5854.7998046875,4099.35693359375,242931,1,0.0,-16.624094800085906,-54.48893229166667,-2.348393666612129,4.755588396210227,6.207441602749554,6.354780907950674,-0.1915764014490626,0.015204794704914,-0.6180590186268091
25,2015-02-06,5854.7998046875,5900.0,5854.7998046875,5898.0,4129.60546875,110417,1,0.0,13.757353518205848,-44.888888888888886,-1.9891352414954255,5.3570957899517335,10.751425195317456,5.254738683660252,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356
26,2015-02-09,5898.0,5882.0,5802.89990234375,5839.2998046875,4088.50537109375,172052,-1,0.0,-54.87506216849974,-69.52005208333334,-1.3615111570440503,4.928522986138131,3.419637153279021,3.756544825127791,-0.2909071275240017,0.1737270653247833,-0.8554051211103797
27,2015-02-10,5839.2998046875,5844.89990234375,5613.5,5673.10009765625,3972.13671875,167431,-1,0.0,-188.59870731290644,-87.74920911485098,-4.620114816982984,2.046839451843354,-13.949870118772967,1.2893654171974989,-0.2140920244157314,0.0268311724066734,-0.8350177556276321
28,2015-02-11,5673.10009765625,5745.0,5651.10009765625,5711.39990234375,3998.953857421875,50346,1,0.0,-160.8318242993833,-79.87669016572457,-3.206456837968927,0.3355869361767923,-9.390396831517268,-0.9862985958312396,-0.1646543627915283,0.3077328130602836,-0.6600758377462626
29,2015-02-12,5711.39990234375,5840.0,5700.0,5783.5,4049.436767578125,63472,1,0.0,-73.14788009287626,-54.8472775564409,-2.7885148933826787,0.0302100472096971,-1.1825291080365343,-2.424585278117036,-0.3149562740529125,0.3600782565772533,-0.8706616777926683
30,2015-02-13,5783.5,5783.60009765625,5724.89990234375,5762.39990234375,4034.662353515625,89583,0,0.0,-78.36486995148152,-60.4515531623506,-0.6174380284021999,-0.5226613334710167,-3.465328610880559,-3.516632456109692,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,5770.0,5791.0,5770.0,5791.0,4054.68701171875,9504,0,0.0,-39.128326480021016,-51.56889495225102,-0.7268471740933536,-0.5419725756423821,-0.0901774497158408,-3.8472551203607086,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,5791.0,5847.2998046875,5725.2001953125,5743.2001953125,4021.21923828125,72525,-1,0.0,-44.08492805095368,-62.34023458489701,-2.349775722208196,-1.2740693778633905,-5.630961285558634,-4.29377115536682,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,5743.2001953125,5750.0,5725.0,5736.2998046875,4016.387939453125,106938,0,-25.18711610536007,-79.7410052647963,-63.50674452080239,0.1029579513523466,-1.979263069686312,-6.437632316474388,-4.846911633913694,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,5736.2998046875,5789.0,5702.0,5708.7001953125,3997.06396484375,108598,0,-25.532402592025427,-76.2997101074979,-66.77131053664922,-2.4953818106304677,-2.990076257490608,-9.760238071319677,-4.5165762550003175,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,5708.7001953125,5735.0,5622.2001953125,5715.89990234375,4002.1044921875,59816,0,-24.27891195444102,-118.35137303395516,-64.25832378926701,-3.087488939576976,-3.713659143920218,-8.676041590450188,-4.558712411888108,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,5765.0,5797.0,5764.0,5787.0,4051.88671875,59183,1,-17.95573864116787,18.827909309152027,-39.44153577661431,-0.8956519863137754,-3.090649411335744,1.655240751331458,-4.311704443112017,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,5787.0,5810.39990234375,5712.10009765625,5732.2998046875,4013.587646484375,52252,-1,-16.773813680883837,-26.770444315133904,-58.53409958551483,1.0435159967599974,-3.4758877920305324,-5.766869500217095,-3.7130289143632926,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,5732.2998046875,6099.89990234375,5733.0,5887.60009765625,4122.32373046875,110775,1,-5.43631056812805,186.9704807632764,-43.64717255585772,3.0850614267124574,-1.0536325506072104,13.535242714266165,-2.1052320386484182,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,5887.60009765625,5919.2998046875,5800.0,5899.2001953125,4130.4462890625,65704,0,2.5139612332980725,143.26240442487656,-41.262283578628455,2.0005220941039163,1.0865492596876185,14.786190607401377,-0.9226120190771504,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,5899.2001953125,6000.0,5845.39990234375,5854.2001953125,4098.9384765625,94575,-1,4.306599854880421,158.5833510704018,-50.5139301729564,1.5930913252204506,2.0260038622793832,8.243768668761659,-0.2398803067287674,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,5845.7998046875,5845.7998046875,5800.0,5821.2998046875,4075.90234375,40402,-1,2.9081334049911334,48.32410169237875,-58.32117825394116,0.5232223223536522,2.196765540035308,3.5947644788195103,0.7026173921619677,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,5821.2998046875,5821.2998046875,5750.0,5786.5,4051.536376953125,42442,-1,-0.544990351934711,-6.667303534463051,-65.6060486809652,0.7539316620521177,1.6984685105009762,-1.237063485410359,1.092949463599685,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
43,2015-03-04,5786.5,5800.0,5746.2001953125,5750.2998046875,4026.18994140625,71270,-1,-5.193042565097095,-33.6708917087616,-73.18407202485054,0.2440597680853378,0.6185107611716171,-6.141252504884876,1.0773286034691647,-0.2403767378483381,0.1783237382769584,-0.8578868107870221
44,2015-03-05,5750.2998046875,5820.0,5750.0,5792.89990234375,4056.017333984375,55758,1,-5.305707607597988,-6.577552359688024,-64.2663153192842,1.4749365731342423,0.5196751467438422,0.1427612015162236,1.3174481049125706,-0.1394493972572187,0.3584708459675312,-0.8386179143562913
